satisfaction_level	number_project	average_montly_hours	time_spend_company	salary	promotion_last_5years	left	Work_accident	last_evaluation	sales
0.85	5.0	235.0	4.0	low	0	0	0	0.94	sales
0.75	2.0	215.0	2.0	low	0	0	1	0.51	sales
0.76	5.0	243.0	3.0	low	0	0	0	0.67	sales
0.13	4.0	162.0	6.0	low	0	0	0	0.97	sales
0.6	4.0	262.0	3.0	low	0	0	0	0.79	sales
0.45	4.0	206.0	2.0	low	0	0	0	0.55	sales
0.49	2.0	125.0	4.0	low	0	0	1	1.0	sales
0.19	3.0	167.0	5.0	low	0	0	0	0.36	sales
0.68	5.0	218.0	5.0	low	0	0	0	0.89	sales
0.53	5.0	181.0	3.0	low	0	0	0	0.91	sales
1.0	5.0	269.0	3.0	low	0	0	0	0.77	sales
0.99	3.0	167.0	2.0	low	0	0	0	0.86	sales
0.29	6.0	271.0	10.0	medium	0	0	0	0.75	sales
0.54	4.0	201.0	8.0	medium	0	0	1	0.83	sales
0.25	6.0	229.0	8.0	medium	0	0	0	0.9	sales
0.71	4.0	148.0	8.0	medium	0	0	0	0.76	accounting
0.96	3.0	147.0	8.0	medium	0	0	0	0.84	accounting
0.8	4.0	211.0	8.0	medium	0	0	0	0.9	accounting
0.82	5.0	145.0	6.0	medium	0	0	0	0.87	hr
0.19	6.0	269.0	6.0	medium	0	0	0	0.97	hr
0.43	4.0	129.0	6.0	medium	0	0	0	0.74	hr
0.62	3.0	270.0	6.0	medium	0	0	0	0.84	hr
0.75	3.0	250.0	6.0	medium	0	0	0	0.85	technical
0.56	5.0	192.0	2.0	medium	0	0	1	0.48	technical
0.88	4.0	233.0	4.0	high	0	0	0	0.91	technical
0.63	4.0	192.0	3.0	high	0	0	0	0.57	technical
0.75	3.0	247.0	2.0	high	0	0	0	0.93	technical
0.74	4.0	192.0	4.0	high	0	0	0	1.0	technical
0.55	3.0	178.0	3.0	high	0	0	1	0.68	technical
0.87	4.0	197.0	3.0	high	0	0	0	0.55	technical
0.13	5.0	264.0	6.0	high	0	0	0	0.9	technical
0.33	2.0	274.0	3.0	high	0	0	1	0.64	technical
0.89	4.0	147.0	2.0	low	0	0	0	0.97	technical
0.56	3.0	154.0	3.0	low	0	0	1	0.94	support
0.95	3.0	224.0	2.0	low	0	0	1	0.61	support
0.57	4.0	250.0	2.0	low	0	0	0	0.59	support
0.72	3.0	179.0	3.0	low	0	0	0	0.53	support
0.28	4.0	170.0	2.0	low	0	0	0	0.44	support
0.54	4.0	118.0	5.0	low	0	0	0	0.61	support
0.54	4.0	256.0	3.0	low	0	0	0	0.95	support
0.99	3.0	209.0	2.0	medium	0	0	0	0.8	support
0.37	2.0	146.0	3.0	medium	0	0	0	0.69	support
0.77	3.0	275.0	4.0	medium	0	0	1	0.87	support
0.7	4.0	180.0	2.0	medium	0	0	0	0.88	support
0.8	3.0	228.0	3.0	medium	0	0	0	0.74	technical
0.52	3.0	204.0	3.0	medium	0	0	0	0.63	technical
0.69	3.0	172.0	2.0	medium	0	0	0	0.55	technical
0.6	5.0	274.0	3.0	medium	0	0	0	0.62	management
0.74	3.0	136.0	2.0	medium	0	0	0	0.64	IT
0.69	4.0	252.0	3.0	medium	0	0	1	0.82	IT
0.78	4.0	137.0	3.0	medium	0	0	0	0.89	IT
0.77	4.0	191.0	3.0	medium	0	0	0	0.75	IT
0.91	4.0	132.0	4.0	medium	0	0	0	0.68	IT
0.54	6.0	249.0	5.0	medium	0	0	0	0.68	product_mng
0.48	6.0	274.0	6.0	medium	0	0	0	0.77	product_mng
0.55	3.0	194.0	3.0	medium	0	0	0	0.96	product_mng
0.17	6.0	191.0	2.0	medium	0	0	0	0.36	product_mng
0.77	5.0	216.0	4.0	medium	0	0	0	0.83	IT
0.93	3.0	241.0	3.0	medium	0	0	0	0.98	IT
0.65	4.0	243.0	5.0	medium	0	0	1	0.91	IT
0.67	4.0	207.0	3.0	medium	0	0	0	0.52	IT
0.95	3.0	199.0	3.0	medium	0	0	0	0.88	IT
0.61	6.0	286.0	4.0	medium	0	0	0	0.97	product_mng
0.57	4.0	132.0	3.0	high	0	0	0	0.39	product_mng
0.65	4.0	229.0	4.0	low	0	0	0	1.0	product_mng
0.85	4.0	260.0	3.0	medium	0	0	0	0.81	product_mng
0.61	3.0	214.0	2.0	medium	0	0	0	0.96	IT
0.65	6.0	217.0	4.0	medium	1	0	1	0.9	RandD
0.92	4.0	225.0	2.0	medium	1	0	0	0.93	RandD
0.37	2.0	113.0	3.0	medium	1	0	0	0.41	RandD
0.48	5.0	250.0	2.0	medium	1	0	0	0.77	RandD
0.82	5.0	271.0	2.0	medium	1	0	0	0.91	RandD
0.84	4.0	135.0	3.0	medium	1	0	0	0.75	RandD
0.57	2.0	100.0	6.0	medium	1	0	1	0.46	marketing
0.8	4.0	224.0	3.0	medium	1	0	0	0.75	sales
0.49	4.0	134.0	4.0	low	0	0	0	0.91	accounting
0.79	5.0	158.0	2.0	low	0	0	0	0.82	support
0.48	3.0	183.0	2.0	low	0	0	0	0.67	technical
0.28	4.0	97.0	6.0	low	0	0	0	0.89	management
0.47	4.0	226.0	3.0	low	0	0	0	0.56	marketing
0.91	4.0	235.0	4.0	low	0	0	1	0.6	marketing
0.75	4.0	186.0	10.0	low	0	0	1	0.6	marketing
0.61	3.0	242.0	10.0	high	0	0	0	0.89	sales
0.47	3.0	284.0	10.0	low	0	0	0	0.79	sales
0.22	2.0	274.0	10.0	high	0	0	0	0.7	sales
0.5	4.0	130.0	10.0	high	0	0	0	0.48	sales
0.56	3.0	146.0	10.0	low	0	0	0	0.87	sales
0.84	4.0	207.0	10.0	low	0	0	0	0.85	sales
0.69	4.0	210.0	2.0	high	0	0	1	0.72	sales
0.53	3.0	143.0	2.0	low	0	0	0	0.64	sales
0.17	4.0	116.0	3.0	medium	0	0	0	0.57	sales
0.48	2.0	162.0	3.0	high	0	0	1	0.71	sales
0.94	3.0	242.0	3.0	medium	0	0	0	0.51	sales
0.77	4.0	153.0	7.0	medium	0	0	0	0.89	sales
1.0	5.0	194.0	7.0	medium	0	0	1	0.72	sales
0.49	4.0	233.0	7.0	medium	0	0	0	0.65	sales
0.93	4.0	283.0	7.0	high	0	0	0	0.73	sales
0.38	3.0	188.0	7.0	medium	0	0	0	0.43	sales
0.6	4.0	182.0	6.0	medium	0	0	0	0.54	sales
0.5	2.0	286.0	6.0	medium	0	0	0	0.82	sales
0.97	5.0	212.0	6.0	high	0	0	0	0.55	sales
0.93	5.0	176.0	6.0	medium	1	0	0	0.95	accounting
0.5	5.0	264.0	8.0	high	1	0	0	1.0	accounting
0.52	3.0	261.0	8.0	low	1	0	0	0.84	accounting
0.5	4.0	163.0	8.0	medium	1	0	0	0.71	hr
0.55	3.0	139.0	8.0	medium	1	0	0	0.4	hr
0.95	3.0	261.0	8.0	medium	1	0	1	0.84	hr
0.48	2.0	275.0	6.0	medium	1	0	1	0.42	hr
0.51	5.0	132.0	6.0	low	1	0	1	0.39	technical
0.96	3.0	202.0	6.0	low	0	0	0	0.48	technical
0.97	4.0	177.0	6.0	low	0	0	0	0.84	technical
0.97	5.0	234.0	6.0	low	0	0	0	0.66	technical
0.71	4.0	188.0	6.0	low	0	0	0	0.54	technical
0.82	5.0	203.0	6.0	low	0	0	0	0.49	technical
0.57	4.0	227.0	10.0	low	0	0	0	1.0	technical
0.48	3.0	150.0	10.0	low	0	0	0	0.93	technical
0.71	3.0	267.0	3.0	low	0	0	0	0.64	technical
0.63	5.0	186.0	10.0	low	0	0	0	0.61	technical
0.99	4.0	142.0	10.0	high	0	0	0	0.84	technical
0.79	3.0	126.0	10.0	low	0	0	1	0.83	support
0.65	4.0	201.0	10.0	low	0	0	0	0.85	support
0.7	4.0	142.0	2.0	low	0	0	0	0.85	support
0.99	4.0	167.0	4.0	low	0	0	0	0.94	support
0.65	4.0	258.0	2.0	high	0	0	0	0.62	support
0.92	3.0	207.0	2.0	low	0	0	0	0.85	support
0.24	4.0	282.0	4.0	low	0	0	1	0.5	support
0.39	3.0	188.0	5.0	low	0	0	0	0.89	support
0.82	3.0	214.0	2.0	high	0	0	0	0.85	support
0.78	4.0	272.0	2.0	low	0	0	0	0.89	support
0.62	3.0	259.0	3.0	medium	0	0	0	0.79	support
0.6	5.0	191.0	2.0	high	0	0	1	0.61	technical
0.49	3.0	192.0	3.0	medium	0	0	0	0.57	technical
0.82	3.0	164.0	3.0	high	0	0	0	0.82	technical
0.48	4.0	149.0	2.0	medium	0	0	0	0.81	management
0.69	4.0	149.0	3.0	medium	0	0	0	0.56	IT
0.4	2.0	165.0	3.0	medium	0	0	0	0.89	IT
0.72	3.0	222.0	3.0	medium	0	0	0	0.8	IT
0.75	5.0	222.0	3.0	medium	0	0	1	0.84	IT
0.5	3.0	265.0	3.0	medium	0	0	0	0.77	IT
0.78	5.0	247.0	4.0	medium	0	0	0	0.5	product_mng
0.76	4.0	147.0	2.0	medium	0	0	0	0.45	product_mng
0.94	3.0	273.0	3.0	high	0	0	0	0.52	product_mng
0.24	6.0	144.0	4.0	low	0	0	0	0.94	product_mng
0.99	3.0	181.0	2.0	medium	0	0	0	0.66	IT
0.67	3.0	198.0	2.0	medium	0	0	1	0.64	management
0.76	5.0	255.0	4.0	medium	0	0	0	0.57	management
0.76	4.0	169.0	10.0	medium	0	0	0	0.77	management
0.55	4.0	201.0	10.0	medium	0	0	1	0.64	management
0.74	4.0	274.0	10.0	medium	0	0	1	0.6	management
0.81	4.0	134.0	10.0	medium	0	0	1	0.85	management
0.98	3.0	190.0	10.0	medium	0	0	0	0.67	IT
0.98	4.0	170.0	10.0	medium	0	0	0	0.98	IT
0.58	3.0	154.0	10.0	high	0	0	0	0.91	product_mng
0.18	3.0	142.0	2.0	low	0	0	0	0.75	product_mng
0.57	5.0	235.0	2.0	low	0	0	0	0.67	product_mng
0.7	3.0	110.0	3.0	low	0	0	0	0.62	product_mng
0.49	3.0	211.0	3.0	high	0	0	0	0.77	IT
0.7	4.0	214.0	3.0	medium	1	0	0	0.56	management
0.16	5.0	210.0	7.0	medium	1	0	0	0.93	management
0.58	3.0	207.0	7.0	medium	1	0	0	0.59	management
0.66	4.0	161.0	7.0	medium	1	0	0	0.57	management
0.51	2.0	102.0	7.0	medium	1	0	0	0.55	management
0.48	4.0	186.0	7.0	medium	1	0	0	0.84	management
0.56	3.0	211.0	6.0	low	1	0	0	0.71	marketing
0.81	3.0	240.0	6.0	low	1	0	0	0.62	sales
0.57	4.0	237.0	6.0	low	0	0	0	0.7	accounting
0.66	3.0	164.0	6.0	low	0	0	0	0.53	support
0.22	6.0	222.0	8.0	low	0	0	0	0.91	technical
0.96	3.0	205.0	8.0	medium	0	0	1	0.71	management
0.87	4.0	140.0	8.0	medium	0	0	0	0.88	marketing
0.61	2.0	103.0	8.0	medium	0	0	0	0.42	marketing
0.66	3.0	178.0	8.0	medium	0	0	1	0.85	marketing
0.9	4.0	137.0	6.0	medium	0	0	0	0.51	sales
0.64	3.0	143.0	6.0	medium	0	0	0	0.67	sales
0.76	4.0	170.0	6.0	medium	0	0	0	0.82	sales
0.97	5.0	135.0	6.0	medium	0	0	0	0.41	sales
0.69	3.0	174.0	6.0	medium	0	0	0	0.76	sales
0.98	3.0	166.0	6.0	medium	0	0	1	0.55	sales
0.18	5.0	174.0	6.0	medium	0	0	0	0.61	sales
0.62	3.0	251.0	10.0	medium	0	0	0	0.91	sales
0.29	6.0	187.0	10.0	high	0	0	1	0.37	sales
0.87	5.0	170.0	3.0	low	0	0	0	0.48	sales
0.91	3.0	241.0	10.0	medium	0	0	0	0.64	sales
0.53	3.0	221.0	10.0	medium	0	0	1	0.79	sales
0.69	4.0	257.0	10.0	medium	0	0	1	0.73	sales
0.14	4.0	275.0	10.0	medium	0	0	0	0.58	sales
0.7	4.0	245.0	2.0	low	0	0	0	0.77	sales
0.77	6.0	246.0	6.0	low	0	0	0	0.75	sales
0.77	6.0	263.0	6.0	low	0	0	0	0.76	sales
0.76	3.0	133.0	4.0	low	0	0	0	0.99	sales
0.66	4.0	157.0	3.0	low	0	0	0	0.49	sales
0.5	3.0	198.0	4.0	low	0	0	0	0.95	accounting
0.57	5.0	145.0	3.0	low	0	0	0	0.9	accounting
0.97	6.0	118.0	2.0	low	0	0	0	0.62	accounting
0.26	5.0	184.0	5.0	low	0	0	0	0.99	hr
0.72	3.0	243.0	2.0	low	0	0	1	0.62	hr
0.83	3.0	247.0	2.0	low	0	0	0	0.93	hr
0.55	3.0	158.0	3.0	low	0	0	0	0.4	hr
0.77	5.0	243.0	2.0	low	0	0	0	0.74	technical
0.24	4.0	203.0	5.0	low	0	0	0	0.63	technical
0.8	3.0	161.0	3.0	low	0	0	0	0.96	technical
0.5	4.0	214.0	3.0	low	0	0	1	0.59	technical
0.66	4.0	179.0	3.0	low	0	0	0	0.59	technical
0.66	4.0	188.0	2.0	low	0	0	0	0.77	technical
0.66	3.0	174.0	3.0	low	0	0	0	0.81	technical
0.96	3.0	177.0	4.0	low	0	0	0	0.83	technical
0.75	5.0	194.0	4.0	low	0	0	0	0.94	technical
0.78	3.0	244.0	2.0	medium	0	0	0	0.77	technical
0.57	4.0	269.0	2.0	medium	0	0	0	0.82	technical
0.78	2.0	159.0	3.0	medium	0	0	1	0.68	support
0.57	4.0	140.0	2.0	medium	0	0	0	0.88	support
0.84	5.0	224.0	2.0	medium	0	0	0	0.56	support
0.23	5.0	242.0	4.0	medium	0	0	0	0.94	support
0.53	3.0	180.0	3.0	medium	0	0	0	0.37	support
0.82	3.0	150.0	3.0	medium	0	0	0	0.71	support
0.59	5.0	269.0	3.0	medium	0	0	0	0.64	support
0.5	2.0	178.0	2.0	medium	0	0	0	0.52	support
1.0	2.0	187.0	3.0	medium	0	0	0	0.74	support
0.94	3.0	140.0	2.0	medium	0	0	0	0.61	support
0.86	4.0	193.0	2.0	high	0	0	0	0.61	support
0.73	4.0	243.0	2.0	low	0	0	0	0.49	technical
0.49	3.0	144.0	3.0	medium	0	0	1	0.94	technical
0.79	2.0	147.0	2.0	medium	0	0	0	0.73	technical
0.83	6.0	165.0	3.0	medium	0	0	0	0.5	management
0.85	3.0	176.0	2.0	medium	0	0	0	0.67	IT
0.65	3.0	170.0	6.0	low	0	0	0	0.37	IT
0.94	4.0	213.0	2.0	low	0	0	1	0.65	IT
0.76	4.0	242.0	2.0	low	0	0	0	0.81	IT
0.77	4.0	139.0	3.0	low	0	0	1	0.54	IT
0.77	4.0	239.0	3.0	low	0	0	1	0.91	product_mng
0.59	5.0	123.0	2.0	low	0	0	0	0.64	product_mng
0.69	3.0	185.0	4.0	low	0	0	0	0.9	product_mng
0.51	4.0	186.0	2.0	low	0	0	0	0.85	product_mng
0.8	3.0	178.0	3.0	low	0	0	0	0.67	IT
0.98	3.0	153.0	10.0	high	0	0	0	0.7	management
0.69	4.0	185.0	10.0	high	0	0	1	0.72	management
0.14	4.0	142.0	10.0	high	0	0	0	0.76	management
0.95	4.0	221.0	10.0	high	0	0	1	0.9	management
0.53	3.0	148.0	10.0	high	0	0	0	0.61	management
0.64	5.0	258.0	10.0	high	0	0	1	0.52	management
0.51	4.0	229.0	3.0	low	0	0	0	0.73	sales
0.36	2.0	111.0	2.0	low	0	0	0	0.73	sales
0.62	2.0	271.0	3.0	low	0	0	0	0.97	sales
0.98	4.0	133.0	3.0	low	0	0	0	0.58	sales
0.53	4.0	223.0	3.0	low	0	0	0	0.7	sales
0.8	4.0	272.0	2.0	low	0	0	0	0.95	sales
0.73	3.0	233.0	3.0	medium	0	0	0	0.77	sales
0.82	3.0	162.0	3.0	medium	0	0	0	0.8	sales
0.62	5.0	165.0	4.0	medium	0	0	0	0.75	sales
0.87	5.0	242.0	3.0	medium	0	0	0	0.48	sales
0.43	4.0	124.0	2.0	medium	0	0	0	0.65	sales
0.57	2.0	163.0	3.0	medium	0	0	0	0.6	sales
0.91	3.0	144.0	3.0	medium	0	0	0	0.77	sales
0.75	5.0	149.0	4.0	medium	0	0	0	0.59	sales
0.76	5.0	217.0	2.0	medium	0	0	0	0.8	sales
0.85	4.0	139.0	2.0	medium	0	0	0	0.49	sales
0.56	3.0	270.0	2.0	medium	0	0	0	0.67	sales
0.86	3.0	177.0	3.0	medium	0	0	0	0.84	sales
0.21	5.0	175.0	2.0	high	0	0	1	0.43	sales
0.94	3.0	151.0	2.0	low	0	0	0	0.59	sales
0.98	3.0	185.0	3.0	medium	0	0	0	0.74	sales
0.42	3.0	227.0	3.0	medium	0	0	0	0.45	sales
0.98	4.0	218.0	2.0	medium	0	0	0	0.89	sales
1.0	5.0	167.0	3.0	medium	0	0	0	0.93	sales
0.95	3.0	183.0	2.0	low	0	0	1	0.52	sales
0.95	4.0	259.0	3.0	low	0	0	0	0.5	sales
0.68	3.0	138.0	2.0	low	0	0	1	0.53	sales
0.64	5.0	122.0	4.0	low	0	0	0	0.38	sales
0.24	6.0	225.0	6.0	low	0	0	0	0.62	sales
0.37	3.0	121.0	2.0	low	0	0	0	0.72	sales
0.67	4.0	274.0	3.0	low	0	0	0	0.4	sales
0.86	4.0	153.0	4.0	low	0	0	0	0.89	sales
0.43	3.0	119.0	2.0	low	0	0	0	0.38	sales
0.67	4.0	141.0	2.0	low	0	0	1	0.67	sales
0.92	4.0	161.0	3.0	low	0	0	0	0.6	IT
0.43	2.0	186.0	2.0	low	0	0	0	0.46	product_mng
0.52	3.0	252.0	4.0	low	0	0	0	0.8	product_mng
0.16	3.0	182.0	3.0	low	0	0	1	0.42	product_mng
0.49	4.0	264.0	2.0	low	0	0	1	0.6	product_mng
0.37	4.0	167.0	3.0	low	0	0	0	0.63	IT
0.98	5.0	171.0	3.0	high	0	0	0	0.68	management
0.33	5.0	130.0	4.0	high	0	0	0	0.97	management
0.14	5.0	271.0	4.0	high	0	0	0	0.79	management
0.54	5.0	249.0	3.0	high	0	0	1	0.79	management
0.63	4.0	180.0	4.0	high	0	0	0	0.48	management
0.55	4.0	220.0	3.0	high	0	0	1	0.69	management
0.84	3.0	210.0	4.0	medium	0	0	1	0.53	marketing
0.51	4.0	258.0	2.0	medium	0	0	0	0.97	sales
0.15	3.0	150.0	4.0	medium	1	0	0	0.75	accounting
0.97	5.0	259.0	3.0	medium	1	0	0	0.79	support
0.67	3.0	231.0	3.0	medium	1	0	0	0.69	technical
0.48	4.0	220.0	3.0	medium	1	0	0	0.67	management
0.69	4.0	149.0	3.0	medium	1	0	0	0.58	marketing
0.6	3.0	238.0	4.0	medium	1	0	0	0.62	marketing
0.82	2.0	209.0	5.0	medium	1	0	0	0.71	marketing
0.86	4.0	149.0	3.0	medium	1	0	0	0.95	sales
0.69	4.0	264.0	3.0	medium	0	0	0	0.59	sales
0.87	5.0	207.0	2.0	high	0	0	0	0.87	sales
0.17	3.0	239.0	6.0	low	0	0	0	0.78	sales
0.94	6.0	239.0	5.0	medium	0	0	0	0.51	sales
0.5	4.0	258.0	3.0	medium	0	0	0	1.0	sales
0.16	3.0	203.0	3.0	medium	0	0	0	0.72	sales
0.89	2.0	258.0	3.0	medium	0	0	0	0.99	sales
0.69	3.0	257.0	3.0	low	0	0	1	0.51	IT
0.5	5.0	134.0	3.0	low	0	0	0	0.51	product_mng
0.16	6.0	240.0	2.0	low	0	0	0	0.46	product_mng
0.75	2.0	237.0	5.0	low	0	0	1	0.99	product_mng
0.64	5.0	157.0	2.0	low	0	0	0	0.66	product_mng
0.78	4.0	275.0	3.0	low	0	0	0	0.43	IT
0.81	2.0	228.0	3.0	high	0	0	0	0.74	management
0.55	3.0	254.0	2.0	high	0	0	0	0.58	management
0.53	4.0	257.0	2.0	high	0	0	0	0.53	management
0.69	3.0	231.0	2.0	high	0	0	1	0.73	management
0.8	3.0	217.0	3.0	high	0	0	0	0.53	management
0.77	3.0	286.0	6.0	high	0	0	0	0.98	management
0.84	4.0	236.0	3.0	low	0	0	0	0.8	marketing
0.64	4.0	215.0	2.0	low	0	0	0	0.55	sales
0.78	4.0	157.0	3.0	low	0	0	0	0.57	accounting
0.67	3.0	149.0	3.0	low	0	0	0	0.7	support
0.81	3.0	221.0	2.0	low	0	0	0	0.77	technical
0.91	4.0	238.0	2.0	low	0	0	0	0.82	management
0.75	6.0	250.0	2.0	medium	0	0	0	0.89	marketing
0.78	3.0	202.0	4.0	medium	0	0	1	0.96	marketing
0.54	4.0	173.0	2.0	medium	0	0	0	0.52	marketing
0.77	5.0	250.0	3.0	medium	0	0	1	0.71	sales
0.89	4.0	270.0	3.0	medium	0	0	1	0.63	sales
0.16	3.0	232.0	5.0	medium	0	0	0	0.98	sales
0.77	4.0	260.0	3.0	medium	0	0	0	0.99	sales
0.69	5.0	232.0	4.0	medium	0	0	0	0.48	sales
0.61	4.0	134.0	3.0	medium	0	0	0	0.81	sales
0.59	4.0	189.0	3.0	medium	0	0	0	0.81	sales
0.58	4.0	113.0	3.0	medium	0	0	0	0.8	IT
0.88	5.0	264.0	3.0	medium	0	0	0	0.67	product_mng
0.51	5.0	260.0	2.0	high	0	0	0	0.63	product_mng
0.31	3.0	132.0	3.0	low	0	0	0	0.7	product_mng
0.52	4.0	168.0	3.0	medium	0	0	0	0.52	product_mng
0.57	3.0	186.0	3.0	medium	0	0	1	0.46	IT
0.5	3.0	267.0	2.0	high	0	0	0	0.77	management
0.74	3.0	180.0	3.0	high	0	0	0	0.63	management
0.74	3.0	211.0	3.0	high	0	0	0	0.77	management
0.82	2.0	268.0	2.0	high	0	0	0	0.51	management
0.74	3.0	206.0	3.0	high	0	0	0	0.71	management
0.2	6.0	113.0	3.0	high	0	0	0	0.59	management
0.63	4.0	179.0	3.0	low	0	0	0	0.48	marketing
0.19	6.0	157.0	6.0	low	0	0	1	0.8	sales
0.4	4.0	127.0	5.0	low	0	0	0	0.62	accounting
0.71	2.0	179.0	5.0	low	1	0	0	0.37	support
0.84	4.0	197.0	3.0	low	1	0	0	0.73	technical
0.59	4.0	251.0	4.0	low	1	0	1	0.84	management
0.57	4.0	250.0	3.0	low	1	0	1	0.85	marketing
0.81	2.0	176.0	5.0	low	1	0	0	0.61	marketing
0.8	4.0	246.0	3.0	low	1	0	0	0.7	marketing
0.49	3.0	155.0	3.0	low	1	0	0	0.66	sales
0.55	3.0	178.0	2.0	low	1	0	0	0.64	sales
0.68	3.0	213.0	5.0	low	1	0	1	0.4	sales
0.55	3.0	150.0	2.0	low	1	0	0	0.67	sales
0.59	3.0	166.0	2.0	low	0	0	0	0.62	sales
0.91	5.0	169.0	4.0	low	0	0	0	0.8	sales
0.48	4.0	208.0	3.0	low	0	0	0	0.9	sales
0.84	3.0	209.0	2.0	low	0	0	0	0.66	sales
0.73	4.0	167.0	3.0	medium	0	0	0	0.54	IT
0.28	6.0	281.0	3.0	medium	0	0	0	0.59	product_mng
0.77	3.0	156.0	4.0	medium	0	0	0	0.65	product_mng
0.67	3.0	265.0	3.0	medium	0	0	0	0.65	product_mng
0.5	3.0	142.0	3.0	medium	0	0	1	0.53	product_mng
0.32	3.0	143.0	4.0	medium	0	0	0	0.47	IT
0.57	3.0	134.0	3.0	medium	0	0	0	0.78	RandD
0.51	5.0	268.0	3.0	medium	0	0	0	0.8	RandD
0.61	3.0	255.0	2.0	medium	0	0	0	0.6	RandD
0.83	4.0	157.0	2.0	medium	0	0	0	0.73	RandD
0.87	5.0	151.0	3.0	medium	0	0	0	0.97	RandD
0.7	3.0	157.0	2.0	medium	0	0	0	0.63	RandD
0.78	3.0	139.0	3.0	high	0	0	0	0.65	marketing
0.71	4.0	196.0	2.0	low	0	0	1	0.53	sales
0.68	3.0	159.0	2.0	medium	0	0	0	0.99	accounting
0.75	4.0	224.0	4.0	medium	0	0	1	0.53	support
0.7	3.0	215.0	7.0	medium	0	0	1	0.53	technical
0.59	5.0	157.0	7.0	medium	0	0	1	0.94	management
0.64	4.0	157.0	7.0	low	0	0	0	0.87	marketing
0.61	5.0	146.0	7.0	low	0	0	1	0.88	marketing
0.77	2.0	286.0	7.0	low	0	0	0	0.49	marketing
0.51	3.0	203.0	3.0	low	0	0	0	0.64	sales
0.49	3.0	168.0	7.0	low	0	0	0	0.49	sales
0.77	3.0	170.0	7.0	low	0	0	0	0.75	sales
0.31	3.0	266.0	7.0	low	0	0	0	0.86	sales
0.54	3.0	183.0	3.0	low	0	0	0	0.76	sales
0.56	4.0	264.0	3.0	low	0	0	0	0.66	sales
0.65	4.0	205.0	3.0	low	0	0	0	0.77	sales
0.49	2.0	192.0	3.0	low	0	0	0	0.36	sales
0.82	3.0	176.0	3.0	low	0	0	0	0.79	technical
0.6	3.0	183.0	2.0	low	0	0	0	0.52	support
0.64	3.0	156.0	6.0	low	0	0	1	0.63	support
0.7	3.0	150.0	3.0	low	0	0	0	0.68	support
0.65	4.0	204.0	8.0	low	0	0	1	0.89	support
0.69	5.0	131.0	8.0	low	0	0	0	0.78	support
0.93	5.0	248.0	8.0	low	0	0	1	0.74	support
0.55	4.0	168.0	8.0	low	0	0	0	0.52	support
0.75	4.0	146.0	8.0	low	0	0	1	0.87	support
0.47	4.0	246.0	3.0	low	0	0	0	0.43	support
0.72	5.0	216.0	10.0	medium	0	0	1	0.88	support
0.59	3.0	203.0	10.0	medium	0	0	0	0.92	support
0.98	3.0	199.0	10.0	medium	0	0	0	0.49	technical
0.39	2.0	102.0	8.0	medium	0	0	0	0.52	technical
0.93	4.0	139.0	8.0	medium	0	0	0	0.87	technical
0.71	5.0	208.0	8.0	medium	0	0	1	0.97	management
0.49	4.0	215.0	4.0	medium	0	0	0	0.54	IT
0.63	4.0	233.0	3.0	medium	0	0	0	0.93	IT
0.45	3.0	169.0	10.0	medium	0	0	0	0.64	IT
0.77	3.0	190.0	10.0	medium	0	0	1	0.64	IT
0.77	4.0	236.0	7.0	medium	0	0	0	0.63	IT
0.5	4.0	266.0	7.0	medium	0	0	0	0.92	product_mng
0.45	4.0	156.0	7.0	high	0	0	0	0.42	product_mng
0.81	4.0	153.0	7.0	low	0	0	0	0.47	product_mng
0.83	3.0	175.0	3.0	medium	0	0	0	0.67	product_mng
0.47	6.0	174.0	10.0	medium	0	0	0	0.76	IT
0.25	4.0	154.0	10.0	high	0	0	0	0.89	management
0.89	5.0	251.0	10.0	high	0	0	0	0.55	management
0.97	3.0	164.0	10.0	high	0	0	0	0.57	management
0.6	2.0	225.0	10.0	high	0	0	0	0.65	management
0.67	2.0	134.0	10.0	high	0	0	0	0.72	management
0.89	3.0	144.0	3.0	high	0	0	0	0.77	management
0.6	5.0	211.0	3.0	low	0	0	0	0.91	sales
0.64	4.0	139.0	3.0	low	0	0	0	0.79	sales
0.57	3.0	268.0	3.0	low	0	0	0	0.66	sales
0.56	5.0	171.0	3.0	low	0	0	1	0.98	sales
0.6	4.0	260.0	2.0	medium	0	0	0	0.9	sales
0.17	6.0	224.0	3.0	medium	0	0	0	0.66	sales
0.74	4.0	233.0	3.0	medium	0	0	0	0.49	sales
0.44	3.0	125.0	7.0	medium	0	0	0	0.41	sales
0.51	4.0	233.0	7.0	medium	0	0	0	0.89	sales
0.86	3.0	162.0	7.0	medium	0	0	0	0.57	sales
0.96	4.0	198.0	7.0	medium	0	0	0	0.48	sales
0.87	4.0	198.0	7.0	medium	0	0	0	0.82	sales
0.58	3.0	243.0	3.0	medium	0	0	1	0.79	sales
0.24	4.0	281.0	7.0	medium	0	0	0	0.56	sales
0.42	4.0	259.0	7.0	medium	0	0	1	0.8	sales
0.65	4.0	184.0	7.0	medium	0	0	0	0.94	sales
0.73	6.0	189.0	3.0	medium	0	0	1	0.92	sales
0.63	4.0	258.0	3.0	medium	0	0	0	0.6	sales
0.95	4.0	225.0	3.0	medium	0	0	0	0.48	sales
0.52	5.0	145.0	3.0	medium	0	0	0	0.83	sales
0.96	3.0	164.0	3.0	medium	0	0	0	0.55	sales
