Mileage,EngineV,Registration,Year,Price,Body,Engine Type,Brand,Model
260.0,3.2,yes,2006.0,11200.0,sedan,Petrol,Volkswagen,Passat B6
270.0,3.0,yes,2000.0,5000.0,sedan,Diesel,BMW,530
221.0,2.0,yes,2008.0,14900.0,vagon,Diesel,BMW,520
280.0,2.9,yes,1998.0,9500.0,other,Diesel,Mercedes-Benz,Sprinter 312
220.0,2.8,yes,2004.0,7700.0,sedan,Petrol,Volkswagen,Passat B5
155.0,2.79073420738975,yes,2006.0,14699.0,sedan,Petrol,Toyota,Camry
88.0,2.5,yes,2012.0,21900.0,sedan,Petrol,Toyota,Camry
1.0,3.0,yes,2016.0,77500.0,crossover,Petrol,BMW,X6
245.0,2.2,yes,2004.0,8000.0,other,Diesel,Mercedes-Benz,Vito
396.0,2.2,no,2000.0,2199.0,van,Diesel,Mercedes-Benz,Vito
95.0,6.3,yes,2011.0,41900.0,sedan,Petrol,Mercedes-Benz,S 63 AMG
158.0,2.79073420738975,yes,2007.0,9000.0,sedan,Other,Mitsubishi,Lancer
198.0,1.8,yes,2011.0,20300.0,sedan,Gas,Mercedes-Benz,E-Class
71.0,2.4,yes,2008.0,14300.0,sedan,Petrol,Toyota,Camry
70.0,3.0,yes,2013.0,83000.0,crossover,Diesel,Mercedes-Benz,GL 350
311.0,2.0,yes,1998.0,6500.0,sedan,Gas,BMW,520
281.0,2.2,yes,2004.0,8500.0,van,Diesel,Mercedes-Benz,Vito
181.0,1.5,no,2010.0,5400.0,vagon,Diesel,Renault,Megane
238.0,4.0,yes,2004.0,16800.0,crossover,Gas,Toyota,Land Cruiser Prado
34.0,2.0,yes,2012.0,22900.0,crossover,Petrol,Toyota,Rav 4
143.0,3.2,yes,2007.0,21300.0,crossover,Diesel,Mercedes-Benz,ML 320
90.0,2.5,yes,2008.0,16999.0,other,Petrol,BMW,325
110.0,1.8,yes,2011.0,15700.0,sedan,Petrol,Volkswagen,Passat B7
244.0,2.2,yes,2000.0,5300.0,van,Diesel,Mercedes-Benz,Vito
280.0,3.7,yes,2004.0,16500.0,sedan,Petrol,Mercedes-Benz,S 350
250.0,1.9,yes,2001.0,8999.0,sedan,Petrol,BMW,316
51.0,1.6,yes,2013.0,14850.0,hatch,Petrol,Toyota,Auris
112.0,3.0,yes,2011.0,24100.0,vagon,Petrol,BMW,X1
1.0,2.0,yes,2016.0,66500.0,crossover,Diesel,BMW,X5
195.0,4.8,yes,2007.0,24500.0,crossover,Petrol,BMW,X5
174.0,4.0,yes,2008.0,23499.0,crossover,Gas,Toyota,Land Cruiser Prado
229.0,2.0,yes,2009.0,14500.0,vagon,Diesel,Volkswagen,Passat B6
0.0,1.5,yes,2016.0,13300.95,vagon,Diesel,Renault,Logan
150.0,1.8,yes,1985.0,1852.5,sedan,Petrol,Audi,80
180.0,20.0,yes,2007.0,8777.0,sedan,Petrol,Mitsubishi,Lancer X
245.0,2.2,yes,2002.0,8500.0,sedan,Petrol,BMW,523
4.0,4.4,yes,2016.0,19418.746935058713,crossover,Petrol,BMW,X5 M
146.0,1.8,yes,2012.0,21500.0,sedan,Gas,Mercedes-Benz,E-Class
174.0,2.0,yes,2005.0,10000.0,sedan,Petrol,Volkswagen,Passat B6
356.0,2.3,yes,1991.0,4500.0,other,Petrol,Mercedes-Benz,230
166.0,2.0,yes,2011.0,21900.0,van,Diesel,Volkswagen,T6 (Transporter)
0.0,2.2,yes,2016.0,102800.0,van,Diesel,Mercedes-Benz,V 250
70.0,1.5,yes,2014.0,7750.0,van,Diesel,Renault,Kangoo
253.0,1.9,yes,2010.0,9750.0,van,Diesel,Volkswagen,Caddy
82.0,2.79073420738975,yes,2010.0,10500.0,sedan,Petrol,Toyota,Corolla
150.0,1.9,no,2003.0,3100.0,vagon,Diesel,Renault,Laguna
200.0,1.8,no,1994.0,1900.0,sedan,Gas,BMW,318
217.0,3.0,yes,2005.0,14300.0,sedan,Diesel,BMW,530
1.0,1.5,yes,2003.0,4300.0,van,Diesel,Renault,Kangoo
127.0,3.0,no,2013.0,17000.0,crossover,Diesel,Audi,Q7
35.0,2.0,yes,2009.0,17999.0,crossover,Petrol,Toyota,Rav 4
0.0,3.0,yes,2016.0,99000.0,crossover,Diesel,Mercedes-Benz,GLS 350
114.0,1.6,no,2001.0,3100.0,hatch,Petrol,Audi,A3
113.0,1.5,yes,2007.0,6999.0,sedan,Petrol,Mitsubishi,Lancer X
102.0,3.5,yes,2008.0,13900.0,sedan,Gas,Toyota,Camry
68.0,3.0,yes,2014.0,68500.0,crossover,Diesel,Mercedes-Benz,GL 350
148.0,2.2,yes,2010.0,11800.0,van,Diesel,Mercedes-Benz,Vito
39.0,3.0,yes,2015.0,115555.0,crossover,Diesel,Mercedes-Benz,G 350
210.0,4.2,yes,2009.0,21000.0,sedan,Petrol,Audi,A8
220.0,1.7,no,2001.0,3150.0,vagon,Other,Mercedes-Benz,A 170
158.0,1.6,yes,2012.0,19418.746935058713,van,Diesel,Volkswagen,Caddy
300.0,1.8,no,1999.0,1950.0,vagon,Petrol,Audi,A4
120.0,2.5,yes,2007.0,12500.0,crossover,Diesel,Mitsubishi,Pajero Sport
258.0,2.79073420738975,yes,1999.0,5999.0,van,Diesel,Mitsubishi,L 400
232.0,1.9,no,2001.0,3100.0,sedan,Diesel,Volkswagen,Passat B5
252.0,4.2,yes,2002.0,19800.0,crossover,Diesel,Toyota,Land Cruiser 100
236.0,2.5,no,2003.0,4200.0,sedan,Diesel,Audi,A6
230.0,1.9,no,2000.0,2100.0,vagon,Diesel,Audi,A4
162.0,3.0,yes,2012.0,32500.0,vagon,Diesel,BMW,530
180.0,2.0,yes,2007.0,15500.0,vagon,Diesel,Audi,A6
224.0,2.6,yes,2003.0,11500.0,sedan,Gas,Mercedes-Benz,E-Class
265.0,1.8,yes,1988.0,3000.0,sedan,Petrol,Audi,80
200.0,2.8,no,1997.0,4550.0,sedan,Petrol,BMW,528
134.0,4.4,yes,2005.0,18777.0,sedan,Petrol,BMW,545
172.0,3.6,yes,2007.0,19700.0,crossover,Petrol,Audi,Q7
180.0,1.5,yes,2011.0,10950.0,vagon,Diesel,Renault,Megane
128.0,1.9,yes,2010.0,9600.0,other,Diesel,Volkswagen,Caddy
96.0,1.4,yes,2010.0,6700.0,hatch,Petrol,Renault,Sandero
240.0,1.6,yes,1987.0,2411.0,sedan,Other,Audi,80
74.0,2.0,yes,2010.0,23500.0,crossover,Petrol,BMW,X1
59.0,2.0,no,2010.0,9000.0,sedan,Petrol,Volkswagen,Passat B6
0.0,2.0,yes,2014.0,38764.0,sedan,Diesel,Volkswagen,Passat CC
380.0,2.4,yes,1999.0,5500.0,van,Diesel,Volkswagen,T4 (Transporter)
150.0,2.2,yes,2004.0,11800.0,sedan,Diesel,Mercedes-Benz,E-Class
43.0,3.0,yes,2014.0,52500.0,crossover,Other,Toyota,Land Cruiser Prado
80.0,2.0,yes,2013.0,31500.0,sedan,Petrol,Audi,A6
161.0,2.0,yes,2011.0,22800.0,other,Diesel,Volkswagen,Amarok
130.0,2.5,yes,2006.0,21000.0,other,Petrol,BMW,325
172.0,2.8,yes,1997.0,9200.0,sedan,Petrol,Mercedes-Benz,E-Class
320.0,2.7,yes,2001.0,9900.0,sedan,Diesel,Mercedes-Benz,E-Class
265.0,1.8,yes,1988.0,1500.0,sedan,Petrol,Volkswagen,Jetta
386.0,5.0,yes,1988.0,2850.0,sedan,Gas,BMW,750
48.0,2.0,yes,2012.0,19999.0,other,Diesel,Volkswagen,Eos
338.0,2.79073420738975,yes,1997.0,7000.0,sedan,Petrol,BMW,728
159.0,1.4,yes,2010.0,11250.0,other,Petrol,Volkswagen,Golf VI
0.0,2.4,yes,2016.0,46000.0,crossover,Diesel,Mitsubishi,Pajero Sport
1.0,2.2,yes,2013.0,18300.0,van,Diesel,Volkswagen,T5 (Transporter)
2.0,2.0,yes,2016.0,42900.0,sedan,Petrol,BMW,520
256.0,3.0,yes,2006.0,18400.0,crossover,Diesel,BMW,X5
121.0,2.0,yes,2007.0,12900.0,sedan,Petrol,BMW,318
126.0,4.7,yes,2008.0,37600.0,crossover,Petrol,Toyota,Land Cruiser 200
5.0,2.0,yes,2016.0,46000.0,sedan,Petrol,BMW,520
650.0,1.9,yes,1999.0,3200.0,other,Diesel,Volkswagen,Caddy
377.0,2.0,yes,1998.0,6500.0,vagon,Gas,BMW,520
53.0,2.0,yes,2013.0,55555.0,van,Diesel,Volkswagen,Multivan
190.0,1.6,yes,2007.0,6900.0,sedan,Gas,Mitsubishi,Lancer
16.0,5.5,yes,2015.0,104000.0,crossover,Petrol,Mercedes-Benz,ML 63 AMG
200.0,1.6,yes,2003.0,5200.0,van,Petrol,Mitsubishi,Space Star
147.0,2.0,yes,2007.0,8400.0,sedan,Petrol,Mitsubishi,Lancer
200.0,1.8,no,1992.0,1450.0,hatch,Gas,Volkswagen,Golf III
103.0,2.0,yes,2013.0,13700.0,other,Diesel,Volkswagen,T5 (Transporter)
45.0,1.8,yes,2014.0,18950.0,sedan,Petrol,Toyota,Avensis
247.0,2.2,yes,2012.0,13000.0,other,Diesel,Mercedes-Benz,Sprinter 313
67.0,2.0,yes,2013.0,19800.0,crossover,Gas,Mitsubishi,Outlander
213.0,2.2,yes,2012.0,22500.0,sedan,Diesel,Mercedes-Benz,E-Class
190.0,6.0,yes,2004.0,19500.0,sedan,Petrol,BMW,760
67.0,1.8,yes,2008.0,19418.746935058713,other,Other,Volkswagen,Passat B6
300.0,3.2,no,2004.0,6100.0,sedan,Diesel,Mercedes-Benz,E-Class
109.0,1.8,yes,2012.0,19000.0,sedan,Petrol,Volkswagen,Passat B7
350.0,2.2,yes,2000.0,3799.0,van,Diesel,Mercedes-Benz,Vito
250.0,2.5,yes,2001.0,8900.0,sedan,Diesel,BMW,525
350.0,1.9,yes,2004.0,8000.0,van,Diesel,Volkswagen,T5 (Transporter)
300.0,3.0,yes,2000.0,4500.0,sedan,Diesel,BMW,330
10.0,2.4,yes,1988.0,2600.0,van,Diesel,Volkswagen,LT
2.0,2.79073420738975,yes,2015.0,31669.0,hatch,Other,Mercedes-Benz,B-Class Electric Drive
240.0,2.5,no,2002.0,4300.0,sedan,Diesel,BMW,525
69.0,3.0,yes,2014.0,82555.0,crossover,Diesel,Mercedes-Benz,GL 350
15.0,2.79073420738975,yes,2015.0,31000.0,vagon,Other,BMW,I3
214.0,2.5,yes,2008.0,10000.0,other,Diesel,Renault,Master
44.0,3.0,yes,2014.0,56000.0,crossover,Diesel,Audi,Q7
259.0,3.0,yes,2007.0,21700.0,sedan,Diesel,BMW,730
17.0,4.4,yes,2015.0,89999.0,crossover,Petrol,BMW,X6 M
92.0,2.0,yes,2010.0,9200.0,sedan,Petrol,Mitsubishi,Lancer X
167.0,3.0,yes,2009.0,21700.0,sedan,Petrol,Audi,A6
149.0,5.46,yes,2009.0,27300.0,crossover,Petrol,Mercedes-Benz,ML 550
132.0,2.5,yes,2009.0,15200.0,van,Diesel,Volkswagen,T5 (Transporter)
86.0,1.2,yes,2013.0,9800.0,van,Petrol,Volkswagen,Caddy
178.0,3.0,yes,2006.0,14500.0,vagon,Diesel,Mercedes-Benz,E-Class
120.0,1.5,yes,2008.0,7800.0,vagon,Diesel,Renault,Megane
210.0,2.2,yes,2006.0,15250.0,sedan,Diesel,Mercedes-Benz,E-Class
196.0,2.4,yes,2005.0,13500.0,sedan,Petrol,Audi,A6
150.0,4.2,yes,2007.0,23333.0,other,Petrol,Audi,Q7
90.0,1.8,yes,2008.0,18800.0,other,Petrol,Mercedes-Benz,CLC 180
193.0,1.6,yes,2005.0,6700.0,sedan,Petrol,Mitsubishi,Lancer
212.0,2.0,yes,2003.0,8200.0,crossover,Gas,Toyota,Rav 4
210.0,1.8,no,1998.0,1650.0,sedan,Petrol,Volkswagen,Passat B4
44.0,3.0,yes,2013.0,49500.0,crossover,Diesel,Audi,Q7
48.0,2.0,yes,2013.0,22900.0,sedan,Petrol,Volkswagen,Jetta
110.0,1.9,yes,2008.0,10300.0,hatch,Diesel,Volkswagen,Caddy
175.0,2.4,yes,2007.0,12500.0,sedan,Petrol,Toyota,Camry
170.0,1.6,yes,2004.0,6800.0,sedan,Petrol,Mitsubishi,Lancer
1.0,1.5,yes,2015.0,33500.0,sedan,Petrol,BMW,318
0.0,1.6,yes,2016.0,20711.25,vagon,Petrol,Toyota,Auris
220.0,2.0,no,1995.0,1499.0,sedan,Gas,Volkswagen,Passat B4
56.0,2.0,yes,2012.0,18900.0,hatch,Petrol,Volkswagen,Golf GTI
1.0,2.0,yes,2016.0,67500.0,crossover,Diesel,BMW,X5
7.0,2.0,yes,2015.0,52000.0,crossover,Diesel,BMW,X1
250.0,2.0,yes,2010.0,17777.0,van,Diesel,Volkswagen,T5 (Transporter)
73.0,4.0,yes,2009.0,33333.0,vagon,Gas,Toyota,FJ Cruiser
390.0,2.3,yes,1985.0,3200.0,sedan,Gas,Mercedes-Benz,E-Class
0.0,3.0,yes,2015.0,88888.0,crossover,Diesel,Audi,Q7
208.0,1.9,yes,2004.0,7450.0,other,Other,Renault,Trafic
95.0,4.7,yes,2010.0,31990.0,crossover,Petrol,Mercedes-Benz,GL 450
263.0,3.0,yes,2004.0,14200.0,sedan,Petrol,BMW,530
202.0,1.5,yes,2005.0,6300.0,vagon,Diesel,Renault,Scenic
188.0,1.5,yes,2004.0,4350.0,van,Diesel,Renault,Kangoo
155.0,1.5,yes,2012.0,11100.0,vagon,Diesel,Renault,Megane
132.0,2.8,yes,1995.0,6300.0,vagon,Gas,Volkswagen,Passat B4
256.0,1.5,yes,2005.0,3300.0,van,Diesel,Renault,Kangoo
300.0,2.0,yes,2000.0,7450.0,sedan,Gas,Mercedes-Benz,C-Class
145.0,1.6,no,1997.0,1850.0,sedan,Petrol,Mitsubishi,Carisma
360.0,2.2,yes,2005.0,14000.0,other,Diesel,Mercedes-Benz,Sprinter 313
226.0,2.3,yes,2012.0,12850.0,other,Diesel,Renault,Master
30.0,1.6,yes,2014.0,18300.0,hatch,Petrol,Toyota,Auris
97.0,1.4,yes,2012.0,14700.0,sedan,Gas,Volkswagen,Passat B7
250.0,2.8,no,2002.0,3000.0,sedan,Gas,Volkswagen,Passat B5
247.0,4.0,yes,2003.0,12999.0,sedan,Diesel,Mercedes-Benz,S 400
177.0,2.2,yes,2011.0,11850.0,van,Diesel,Mercedes-Benz,Vito
128.0,1.8,yes,2013.0,19500.0,sedan,Petrol,Volkswagen,Passat B7
69.0,2.0,yes,2010.0,20200.0,sedan,Petrol,Mercedes-Benz,E-Class
189.0,2.79073420738975,no,2012.0,5899.0,vagon,Diesel,Renault,Megane
186.0,3.2,yes,2006.0,12000.0,sedan,Petrol,Volkswagen,Passat B6
162.0,1.8,yes,2012.0,17800.0,van,Diesel,Mercedes-Benz,B 180
154.0,2.7,yes,2005.0,16800.0,crossover,Petrol,Toyota,Land Cruiser Prado
250.0,2.2,yes,2006.0,10600.0,van,Diesel,Mercedes-Benz,Sprinter 313
0.0,3.0,yes,2016.0,114999.0,crossover,Diesel,Mercedes-Benz,GLS 350
124.0,1.5,yes,2003.0,4700.0,hatch,Diesel,Renault,Kangoo
251.0,5.0,yes,2002.0,20000.0,crossover,Gas,Mercedes-Benz,ML 500
1.0,3.0,yes,2016.0,104999.0,crossover,Diesel,Mercedes-Benz,GLE-Class
198.0,4.0,yes,2002.0,9000.0,sedan,Diesel,Mercedes-Benz,S 400
83.0,3.5,yes,2010.0,36300.0,crossover,Petrol,BMW,X6
88.0,2.0,yes,2011.0,19400.0,crossover,Petrol,Toyota,Rav 4
230.0,2.0,yes,2001.0,7700.0,sedan,Petrol,Mercedes-Benz,C-Class
69.0,2.5,yes,2011.0,17500.0,other,Diesel,Mitsubishi,L 200
100.0,2.0,yes,2012.0,31000.0,sedan,Petrol,BMW,520
1.0,2.7,yes,2015.0,33715.5,crossover,Petrol,Toyota,Land Cruiser Prado
233.0,3.0,yes,2003.0,13500.0,sedan,Diesel,BMW,530
150.0,2.0,yes,2007.0,4900.0,van,Diesel,Renault,Trafic
340.0,2.2,yes,2002.0,7700.0,sedan,Diesel,Mercedes-Benz,Vito
175.0,1.5,yes,2012.0,10900.0,vagon,Diesel,Renault,Megane
303.0,2.5,no,1999.0,2200.0,sedan,Diesel,BMW,525
270.0,3.0,no,2004.0,7200.0,sedan,Diesel,BMW,530
114.0,2.79073420738975,yes,2008.0,20500.0,other,Other,BMW,325
87.0,1.6,yes,2008.0,9150.0,hatch,Petrol,Toyota,Auris
10.0,2.8,yes,1989.0,5900.0,sedan,Petrol,BMW,328
206.0,1.6,yes,2001.0,4800.0,hatch,Gas,Mitsubishi,Carisma
200.0,1.8,yes,1996.0,1500.0,vagon,Gas,Volkswagen,Passat B4
62.0,1.2,yes,2011.0,9500.0,hatch,Diesel,Volkswagen,Polo
395.0,2.3,no,1997.0,3500.0,van,Diesel,Mercedes-Benz,Vito
300.0,1.8,yes,1996.0,3650.0,sedan,Petrol,Volkswagen,Vento
160.0,3.0,yes,2013.0,63000.0,crossover,Diesel,Mercedes-Benz,GL 350
240.0,1.9,yes,2008.0,6600.0,van,Diesel,Volkswagen,Caddy
940.0,2.79073420738975,yes,2009.0,36000.0,crossover,Other,Toyota,Land Cruiser 200
185.0,1.8,yes,2007.0,10200.0,sedan,Petrol,Toyota,Avensis
68.0,1.4,yes,2013.0,19995.0,hatch,Petrol,Volkswagen,Scirocco
56.0,1.5,yes,2011.0,9800.0,sedan,Petrol,Mitsubishi,Lancer X
198.0,6.0,yes,2004.0,11200.0,sedan,Petrol,Mercedes-Benz,S 600
117.0,2.5,yes,2006.0,18000.0,crossover,Diesel,Volkswagen,Touareg
0.0,2.0,yes,2016.0,28500.0,crossover,Petrol,Mitsubishi,Outlander
81.0,2.0,yes,2009.0,9800.0,sedan,Petrol,Mitsubishi,Lancer X
60.0,2.79073420738975,yes,2012.0,33000.0,sedan,Petrol,BMW,328
247.0,2.5,no,2003.0,3900.0,sedan,Diesel,Audi,A6
1.0,2.0,yes,2016.0,22711.65,crossover,Petrol,Mitsubishi,Outlander
298.0,2.5,yes,1998.0,6500.0,sedan,Petrol,BMW,523
300.0,1.9,yes,1999.0,4999.0,hatch,Diesel,Volkswagen,Golf IV
176.0,1.5,yes,2011.0,9100.0,vagon,Diesel,Renault,Scenic
319.0,2.2,yes,2003.0,11000.0,sedan,Diesel,Mercedes-Benz,220
159.0,1.6,yes,2007.0,7200.0,hatch,Petrol,Volkswagen,Golf V
191.0,2.2,yes,2007.0,10900.0,van,Diesel,Mercedes-Benz,Vito
74.0,4.2,yes,2011.0,35000.0,sedan,Gas,Volkswagen,Phaeton
134.0,2.4,yes,2009.0,11500.0,sedan,Petrol,Mitsubishi,Galant
154.0,2.2,yes,2007.0,9999.0,van,Diesel,Mercedes-Benz,Vito
300.0,2.5,no,2001.0,19418.746935058713,sedan,Diesel,Audi,A8
220.0,1.5,yes,2004.0,4400.0,other,Diesel,Renault,Kangoo
367.0,1.6,yes,1997.0,4000.0,hatch,Gas,Mitsubishi,Carisma
90.0,3.0,yes,2011.0,29999.0,other,Petrol,Audi,A5
65.0,1.6,yes,2012.0,14800.0,van,Diesel,Volkswagen,Caddy
30.0,2.5,yes,2014.0,5500.0,crossover,Diesel,Mitsubishi,Pajero Sport
6.0,2.0,yes,2016.0,39333.0,sedan,Petrol,BMW,520
215.0,3.8,yes,2006.0,17000.0,crossover,Petrol,Mitsubishi,Pajero Wagon
18.0,2.5,yes,2013.0,20900.0,sedan,Other,Toyota,Camry
137.0,2.2,yes,2004.0,15000.0,sedan,Petrol,BMW,520
200.0,1.6,no,1999.0,1850.0,other,Petrol,Volkswagen,Golf IV
47.0,1.4,yes,2012.0,6900.0,hatch,Petrol,Renault,Sandero
245.0,2.0,yes,2007.0,11990.0,sedan,Diesel,Volkswagen,Passat B6
55.0,3.0,yes,2011.0,41000.0,van,Diesel,Mercedes-Benz,Viano
5.0,2.0,yes,2016.0,42000.0,sedan,Petrol,BMW,520
128.0,1.5,yes,2012.0,7700.0,van,Diesel,Renault,Kangoo
265.0,1.9,yes,2002.0,7750.0,van,Diesel,Volkswagen,T4 (Transporter)
83.0,1.6,yes,2008.0,10100.0,other,Other,Toyota,Corolla
128.0,1.5,yes,2009.0,7500.0,van,Diesel,Renault,Kangoo
220.0,2.5,no,2002.0,2700.0,sedan,Petrol,BMW,525
32.0,6.3,yes,2007.0,74900.0,other,Petrol,Mercedes-Benz,CL 63 AMG
200.0,1.9,no,1997.0,800.0,van,Diesel,Renault,Scenic
89.0,3.8,yes,2008.0,17900.0,crossover,Gas,Mitsubishi,Pajero Wagon
213.0,3.0,yes,2010.0,29000.0,vagon,Diesel,Audi,A6 Allroad
188.0,3.0,yes,2004.0,17100.0,crossover,Diesel,BMW,X5
98.0,2.79073420738975,yes,2013.0,33500.0,crossover,Petrol,Volkswagen,Touareg
338.0,3.0,no,1991.0,1600.0,sedan,Diesel,Mercedes-Benz,E-Class
300.0,4.3,yes,2001.0,11777.0,other,Gas,Mercedes-Benz,S 430
299.0,2.2,yes,2001.0,6699.0,sedan,Petrol,BMW,523
240.0,3.0,no,2001.0,3900.0,vagon,Diesel,BMW,530
212.0,1.6,yes,2003.0,6500.0,sedan,Petrol,Volkswagen,Bora
77.0,3.0,yes,2012.0,51500.0,hatch,Petrol,BMW,535
186.0,1.5,yes,2004.0,6500.0,vagon,Diesel,Renault,Megane
191.0,2.2,yes,2002.0,10800.0,other,Petrol,BMW,320
240.0,2.5,no,2000.0,2450.0,vagon,Diesel,Audi,A4
207.0,2.0,yes,2012.0,19418.746935058713,van,Diesel,Volkswagen,T5 (Transporter)
29.0,2.2,yes,2015.0,28800.0,crossover,Diesel,Toyota,Rav 4
258.0,2.5,no,2004.0,6900.0,crossover,Diesel,Volkswagen,Touareg
810.0,4.7,yes,2010.0,47700.0,crossover,Gas,Toyota,Land Cruiser 200
75.0,1.2,yes,2012.0,12700.0,van,Petrol,Volkswagen,Caddy
56.0,1.0,yes,2011.0,7900.0,hatch,Gas,Toyota,Aygo
180.0,2.0,no,2011.0,18000.0,sedan,Other,BMW,520
170.0,2.2,yes,2001.0,8899.0,sedan,Petrol,BMW,520
0.0,1.6,yes,2016.0,57000.0,other,Petrol,Mercedes-Benz,C-Class
535.0,2.2,yes,1995.0,2100.0,sedan,Diesel,Mercedes-Benz,210
199.0,3.0,yes,2004.0,10900.0,sedan,Petrol,Audi,A8
50.0,3.0,yes,2012.0,42500.0,crossover,Diesel,Toyota,Land Cruiser Prado
106.0,3.0,yes,2012.0,51900.0,crossover,Diesel,BMW,X6
345.0,1.9,yes,2001.0,3300.0,van,Diesel,Renault,Kangoo
0.0,4.7,yes,2016.0,187555.0,other,Petrol,Mercedes-Benz,S 500
159.0,3.5,yes,2006.0,16555.0,sedan,Gas,Mercedes-Benz,CLS 350
197.0,2.2,yes,2002.0,7000.0,van,Diesel,Mercedes-Benz,Vito
342.0,2.6,yes,2003.0,9300.0,sedan,Petrol,Mercedes-Benz,E-Class
85.0,1.8,yes,2007.0,11500.0,sedan,Petrol,Audi,A4
314.0,99.99,yes,2000.0,8000.0,crossover,Gas,Mercedes-Benz,ML 320
1.0,1.6,yes,2016.0,16672.5,hatch,Petrol,Toyota,Auris
140.0,3.0,yes,2012.0,37990.0,crossover,Diesel,Volkswagen,Touareg
1.0,2.0,no,2001.0,2400.0,sedan,Petrol,Mercedes-Benz,C-Class
33.0,5.5,yes,2013.0,219900.0,crossover,Petrol,Mercedes-Benz,G 63 AMG
142.0,1.5,yes,2012.0,7150.0,van,Diesel,Renault,Kangoo
289.0,2.0,no,2003.0,5000.0,crossover,Diesel,Toyota,Rav 4
390.0,3.0,no,2007.0,7700.0,sedan,Diesel,Mercedes-Benz,E-Class
190.0,3.2,yes,2008.0,28500.0,crossover,Diesel,Mercedes-Benz,ML 320
100.0,4.5,yes,2013.0,61000.0,crossover,Diesel,Toyota,Land Cruiser 200
98.0,2.0,yes,2008.0,14700.0,vagon,Gas,Toyota,Rav 4
28.0,1.6,yes,2014.0,19418.746935058713,hatch,Petrol,Toyota,Auris
107.0,3.0,yes,2009.0,21900.0,sedan,Diesel,Volkswagen,Phaeton
67.0,3.0,yes,2013.0,53700.0,crossover,Petrol,Audi,A6 Allroad
155.0,2.5,yes,2008.0,19200.0,crossover,Diesel,Volkswagen,Touareg
136.0,2.0,yes,2009.0,18700.0,sedan,Diesel,Audi,A6
230.0,2.5,yes,2004.0,9600.0,vagon,Diesel,Audi,A6
312.0,2.5,yes,1998.0,10500.0,van,Diesel,Volkswagen,Multivan
8.0,4.4,yes,2014.0,77777.0,sedan,Petrol,BMW,750
179.0,2.5,yes,2007.0,18200.0,crossover,Diesel,Volkswagen,Touareg
124.0,3.0,yes,2012.0,52000.0,other,Diesel,Audi,A8
122.0,2.0,yes,2007.0,13700.0,sedan,Petrol,BMW,318
245.0,3.0,yes,2006.0,15000.0,vagon,Gas,BMW,530
127.0,1.6,yes,2006.0,6400.0,sedan,Petrol,Mitsubishi,Lancer
147.0,4.5,yes,2011.0,54000.0,crossover,Diesel,Toyota,Land Cruiser 200
100.0,2.5,yes,2014.0,23700.0,sedan,Gas,Toyota,Camry
104.0,1.2,yes,2012.0,13950.0,hatch,Petrol,Volkswagen,Golf Plus
160.0,4.0,yes,2008.0,23200.0,crossover,Petrol,Toyota,Land Cruiser Prado
450.0,2.5,no,1999.0,2750.0,sedan,Diesel,Audi,A6
0.0,3.0,yes,2015.0,89999.0,crossover,Diesel,Audi,Q7
65.0,2.0,yes,2012.0,19418.746935058713,sedan,Petrol,BMW,320
125.0,3.0,yes,2007.0,21700.0,crossover,Petrol,BMW,X5
12.0,2.2,yes,2015.0,19418.746935058713,van,Diesel,Mercedes-Benz,V 250
328.0,4.2,yes,1993.0,16500.0,crossover,Diesel,Toyota,Land Cruiser 80
85.0,4.8,no,2010.0,15000.0,crossover,Petrol,BMW,X5
16.0,3.0,yes,2013.0,61500.0,crossover,Diesel,Mercedes-Benz,ML 350
200.0,2.0,no,2003.0,1700.0,sedan,Diesel,BMW,320
352.0,2.17,yes,2001.0,8500.0,sedan,Petrol,BMW,520
250.0,2.4,yes,2003.0,9999.0,sedan,Petrol,Toyota,Camry
300.0,2.5,no,1999.0,3300.0,vagon,Diesel,Audi,A6
112.0,2.0,yes,2012.0,19900.0,other,Petrol,Volkswagen,Passat CC
160.0,1.5,yes,2011.0,11300.0,vagon,Diesel,Renault,Laguna
149.0,3.5,yes,2008.0,14900.0,sedan,Gas,Toyota,Camry
88.0,4.5,yes,2009.0,39000.0,crossover,Diesel,Toyota,Land Cruiser 200
76.0,6.0,yes,2010.0,69900.0,sedan,Petrol,Mercedes-Benz,S 500
16.0,3.0,yes,2015.0,72900.0,crossover,Diesel,BMW,X6
185.0,1.5,yes,2011.0,10500.0,vagon,Diesel,Renault,Megane
23.0,5.5,yes,2011.0,19418.746935058713,sedan,Petrol,Mercedes-Benz,S 550
89.0,1.5,yes,2013.0,13900.0,vagon,Diesel,Renault,Megane
131.0,1.5,yes,2013.0,6800.0,van,Diesel,Renault,Kangoo
270.0,2.2,yes,2004.0,8500.0,van,Diesel,Mercedes-Benz,Vito
158.0,2.0,yes,2009.0,7600.0,van,Diesel,Volkswagen,Caddy
45.0,4.6,yes,2013.0,30950.0,other,Petrol,Toyota,Tundra
413.0,2.6,yes,1993.0,3990.0,sedan,Gas,Audi,100
44.0,6.3,yes,2012.0,68500.0,sedan,Petrol,Audi,A8
42.0,2.0,yes,2013.0,33500.0,sedan,Petrol,Audi,A5
193.0,4.4,yes,2000.0,11500.0,sedan,Petrol,BMW,740
153.0,4.0,yes,2007.0,24999.0,crossover,Petrol,Toyota,Land Cruiser Prado
