age	job	marital	month	education	default	housing	loan	contact	day_of_week	duration	campaign	pdays	previous	poutcome	emp.var.rate	cons.price.idx	cons.conf.idx	euribor3m	nr.employed	y
58.0	self-employed	divorced	jul	university.degree	no	yes	no	cellular	thu	548.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	no
52.0	blue-collar	married	aug	basic.9y	no	no	yes	cellular	fri	112.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
32.0	entrepreneur	married	nov	university.degree	no	yes	yes	telephone	mon	249.0	1.0	999.0	1.0	failure	-0.1	93.2	-42.0	4.191	5195.8	no
55.0	retired	married	jul	basic.6y	unknown	yes	yes	cellular	tue	632.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
49.0	technician	married	jul	professional.course	unknown	yes	no	telephone	thu	219.0	12.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	no
35.0	admin.	single	jul	university.degree	no	no	no	cellular	fri	14.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.957	5228.1	no
41.0	blue-collar	divorced	may	basic.6y	no	yes	no	telephone	fri	160.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
44.0	blue-collar	married	may	basic.6y	no	no	yes	cellular	thu	244.0	2.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	no
35.0	technician	married	nov	professional.course	no	no	no	cellular	wed	427.0	3.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
44.0	admin.	married	aug	university.degree	no	no	no	cellular	tue	102.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
27.0	technician	single	apr	basic.9y	no	yes	no	cellular	wed	131.0	1.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.445	5099.1	no
35.0	self-employed	married	jun	university.degree	no	yes	no	cellular	thu	269.0	1.0	999.0	0.0	nonexistent	-2.9	92.963	-40.8	1.26	5076.2	yes
33.0	admin.	single	nov	university.degree	no	yes	no	cellular	wed	101.0	2.0	999.0	1.0	failure	-0.1	93.2	-42.0	4.12	5195.8	no
35.0	admin.	married	may	high.school	no	yes	no	cellular	fri	121.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.259	5099.1	no
32.0	management	single	jul	university.degree	no	no	no	cellular	fri	221.0	4.0	16.0	1.0	success	-1.7	94.215	-40.3	0.896	4991.6	no
39.0	entrepreneur	single	may	university.degree	no	yes	no	telephone	thu	43.0	9.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
53.0	blue-collar	married	apr	high.school	unknown	yes	yes	cellular	mon	62.0	4.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
26.0	admin.	single	jul	high.school	no	no	no	cellular	fri	134.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.957	5228.1	no
25.0	self-employed	single	jun	university.degree	no	no	no	telephone	mon	178.0	7.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.96	5228.1	no
39.0	blue-collar	married	may	basic.9y	no	no	no	telephone	tue	302.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
33.0	admin.	married	aug	university.degree	unknown	yes	yes	cellular	thu	259.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	no
63.0	management	married	nov	basic.4y	unknown	yes	no	cellular	tue	131.0	4.0	999.0	2.0	failure	-3.4	92.649	-30.1	0.715	5017.5	yes
59.0	retired	married	jul	basic.4y	no	no	yes	telephone	thu	22.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	no
52.0	self-employed	single	nov	professional.course	no	no	yes	cellular	thu	139.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
25.0	blue-collar	single	jul	basic.9y	no	yes	yes	cellular	wed	322.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
29.0	blue-collar	married	may	basic.9y	no	no	no	cellular	wed	54.0	1.0	6.0	1.0	success	-1.8	92.893	-46.2	1.281	5099.1	no
48.0	entrepreneur	married	may	basic.9y	unknown	no	no	cellular	wed	487.0	2.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
35.0	admin.	married	may	university.degree	no	yes	no	cellular	wed	376.0	2.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.334	5099.1	no
39.0	technician	married	jul	professional.course	no	yes	no	cellular	thu	202.0	1.0	999.0	1.0	failure	-1.7	94.215	-40.3	0.81	4991.6	no
31.0	admin.	single	may	university.degree	no	no	no	telephone	fri	162.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
28.0	blue-collar	single	may	professional.course	no	yes	no	cellular	mon	113.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.244	5099.1	no
40.0	self-employed	married	jul	high.school	no	no	no	cellular	mon	521.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
39.0	admin.	married	jun	university.degree	no	no	no	telephone	mon	69.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.96	5228.1	no
41.0	blue-collar	married	jul	basic.4y	no	yes	no	telephone	tue	281.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.955	5228.1	no
39.0	housemaid	married	aug	professional.course	no	yes	no	cellular	fri	80.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
30.0	self-employed	married	may	professional.course	no	yes	no	cellular	tue	98.0	5.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.291	5099.1	no
40.0	management	married	jun	basic.9y	no	yes	yes	telephone	fri	162.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.947	5228.1	no
32.0	technician	married	jul	professional.course	no	yes	yes	cellular	mon	330.0	4.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
37.0	admin.	divorced	aug	university.degree	no	yes	yes	cellular	tue	211.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	no
52.0	admin.	married	may	university.degree	no	no	no	cellular	thu	195.0	1.0	999.0	0.0	nonexistent	-1.8	93.876	-40.0	0.677	5008.7	yes
28.0	student	single	mar	basic.9y	no	yes	no	cellular	tue	156.0	1.0	999.0	0.0	nonexistent	-1.8	92.843	-50.0	1.799	5099.1	yes
43.0	blue-collar	married	may	high.school	no	yes	no	telephone	wed	294.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
31.0	admin.	single	aug	university.degree	unknown	yes	no	cellular	tue	112.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
45.0	housemaid	divorced	may	university.degree	no	no	no	telephone	tue	834.0	6.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
47.0	blue-collar	divorced	aug	basic.4y	no	yes	no	cellular	mon	149.0	7.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
58.0	admin.	divorced	may	university.degree	no	yes	no	telephone	wed	244.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.858	5191.0	no
33.0	technician	single	jul	high.school	no	yes	no	cellular	fri	270.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
28.0	blue-collar	single	may	university.degree	unknown	no	no	cellular	wed	169.0	2.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.281	5099.1	no
47.0	admin.	married	jun	university.degree	unknown	no	no	telephone	thu	252.0	2.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
38.0	blue-collar	single	mar	high.school	no	no	no	telephone	tue	450.0	3.0	6.0	2.0	success	-1.8	93.369	-34.8	0.652	5008.7	yes
60.0	management	married	jun	university.degree	no	yes	no	telephone	thu	89.0	2.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
28.0	admin.	single	may	university.degree	no	yes	no	telephone	fri	1128.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
33.0	self-employed	single	mar	university.degree	no	yes	no	cellular	mon	265.0	2.0	999.0	0.0	nonexistent	-1.8	93.369	-34.8	0.652	5008.7	yes
41.0	entrepreneur	divorced	jul	basic.9y	no	yes	yes	cellular	thu	219.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	no
33.0	student	single	aug	unknown	no	yes	yes	cellular	tue	203.0	1.0	999.0	0.0	nonexistent	-2.9	92.201	-31.4	0.883	5076.2	no
41.0	management	married	may	high.school	unknown	yes	no	cellular	tue	527.0	2.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.291	5099.1	no
30.0	student	single	apr	unknown	no	yes	no	cellular	wed	176.0	1.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
54.0	self-employed	divorced	jul	high.school	unknown	no	no	telephone	mon	178.0	4.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
46.0	technician	single	aug	professional.course	no	no	no	cellular	thu	128.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	no
32.0	blue-collar	married	jul	high.school	no	no	no	cellular	wed	259.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
42.0	technician	single	may	university.degree	no	yes	no	cellular	mon	33.0	2.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.244	5099.1	no
29.0	admin.	single	oct	university.degree	no	no	no	cellular	mon	87.0	2.0	999.0	1.0	failure	-3.4	92.431	-26.9	0.731	5017.5	no
41.0	blue-collar	married	jul	unknown	unknown	no	no	cellular	wed	516.0	4.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.957	5228.1	no
24.0	blue-collar	single	jul	basic.6y	no	no	no	telephone	wed	115.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
44.0	technician	divorced	jul	unknown	no	no	no	telephone	tue	222.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
58.0	retired	married	jun	basic.4y	no	yes	no	cellular	tue	79.0	2.0	999.0	0.0	nonexistent	-2.9	92.963	-40.8	1.252	5076.2	no
31.0	admin.	married	may	high.school	no	no	yes	telephone	thu	349.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
34.0	services	single	may	basic.9y	no	no	no	cellular	wed	308.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.281	5099.1	no
44.0	admin.	married	jul	high.school	no	yes	no	cellular	wed	97.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
59.0	blue-collar	married	may	basic.4y	no	no	no	cellular	thu	190.0	2.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.327	5099.1	no
34.0	technician	single	aug	university.degree	no	no	no	telephone	thu	214.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
48.0	management	married	nov	university.degree	no	yes	no	cellular	mon	112.0	1.0	4.0	1.0	success	-0.1	93.2	-42.0	4.191	5195.8	no
47.0	admin.	single	nov	university.degree	no	no	no	cellular	tue	193.0	1.0	999.0	0.0	nonexistent	-3.4	92.649	-30.1	0.72	5017.5	no
54.0	housemaid	married	jul	basic.4y	unknown	no	no	cellular	tue	164.0	4.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
44.0	blue-collar	married	apr	high.school	unknown	yes	no	cellular	thu	253.0	1.0	999.0	1.0	failure	-1.8	93.075	-47.1	1.41	5099.1	no
31.0	management	single	jun	university.degree	unknown	yes	no	telephone	fri	15.0	4.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
34.0	blue-collar	married	may	professional.course	no	yes	no	telephone	mon	210.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.858	5191.0	no
29.0	technician	single	apr	basic.9y	no	unknown	unknown	telephone	mon	116.0	1.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
38.0	technician	single	may	university.degree	no	yes	yes	telephone	thu	245.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
56.0	admin.	married	jun	unknown	no	yes	no	telephone	tue	87.0	2.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
26.0	technician	single	apr	professional.course	no	yes	no	cellular	fri	362.0	2.0	999.0	1.0	failure	-1.8	93.075	-47.1	1.405	5099.1	no
31.0	technician	divorced	aug	high.school	no	no	no	cellular	fri	129.0	3.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
31.0	admin.	single	jun	university.degree	no	yes	no	telephone	tue	116.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	no
57.0	blue-collar	married	aug	basic.4y	no	no	no	cellular	thu	134.0	9.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
36.0	blue-collar	married	jul	basic.9y	no	no	yes	cellular	fri	118.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.957	5228.1	no
43.0	unemployed	married	may	university.degree	unknown	unknown	unknown	telephone	tue	87.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
46.0	self-employed	married	may	basic.9y	unknown	yes	yes	telephone	mon	140.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
24.0	student	single	sep	unknown	no	yes	no	cellular	wed	222.0	1.0	17.0	4.0	failure	-1.1	94.199	-37.5	0.886	4963.6	no
37.0	blue-collar	single	may	professional.course	no	no	no	cellular	mon	54.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.264	5099.1	no
33.0	technician	married	aug	professional.course	no	yes	no	telephone	fri	58.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
41.0	technician	single	aug	high.school	no	yes	no	cellular	wed	88.0	3.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
53.0	housemaid	married	may	basic.4y	unknown	no	no	telephone	mon	245.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
51.0	admin.	divorced	aug	high.school	no	yes	no	cellular	tue	133.0	1.0	999.0	1.0	failure	-2.9	92.201	-31.4	0.838	5076.2	no
36.0	housemaid	divorced	may	university.degree	no	no	no	telephone	thu	767.0	5.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	no
47.0	admin.	married	aug	university.degree	no	yes	no	cellular	wed	38.0	3.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
44.0	technician	divorced	may	professional.course	no	yes	no	cellular	thu	245.0	3.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	no
45.0	services	married	jul	professional.course	no	yes	yes	cellular	mon	307.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
38.0	blue-collar	married	apr	high.school	no	no	no	telephone	mon	340.0	1.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
36.0	technician	single	may	professional.course	unknown	no	no	telephone	fri	180.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	no
30.0	blue-collar	single	nov	professional.course	no	yes	no	cellular	tue	111.0	2.0	999.0	0.0	nonexistent	-1.1	94.767	-50.8	1.049	4963.6	no
55.0	management	married	aug	university.degree	no	no	no	cellular	thu	122.0	5.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
45.0	blue-collar	married	jul	basic.9y	no	yes	no	cellular	wed	73.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
58.0	retired	divorced	apr	university.degree	no	yes	no	cellular	wed	129.0	1.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.415	5099.1	yes
33.0	management	single	may	university.degree	no	no	yes	telephone	fri	71.0	11.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
36.0	admin.	single	aug	university.degree	no	yes	no	cellular	mon	770.0	7.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
33.0	self-employed	single	may	high.school	no	yes	yes	cellular	tue	113.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.291	5099.1	no
44.0	services	divorced	nov	high.school	no	yes	yes	cellular	mon	164.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
30.0	services	single	aug	high.school	no	yes	no	cellular	thu	148.0	2.0	999.0	0.0	nonexistent	-2.9	92.201	-31.4	0.873	5076.2	yes
25.0	student	single	jun	high.school	no	no	no	cellular	mon	485.0	2.0	999.0	0.0	nonexistent	-1.7	94.055	-39.8	0.72	4991.6	yes
56.0	unknown	married	aug	basic.4y	no	yes	no	cellular	mon	106.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
31.0	management	married	may	university.degree	no	no	no	cellular	fri	238.0	1.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.313	5099.1	no
32.0	services	married	apr	high.school	no	yes	yes	cellular	mon	6.0	6.0	999.0	1.0	failure	-1.8	93.075	-47.1	1.405	5099.1	no
31.0	blue-collar	single	nov	basic.4y	no	no	yes	cellular	wed	125.0	2.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
36.0	technician	single	may	professional.course	no	yes	no	telephone	thu	238.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
41.0	housemaid	married	nov	high.school	no	yes	no	telephone	fri	1074.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.021	5195.8	yes
55.0	blue-collar	married	aug	basic.9y	unknown	yes	no	cellular	mon	304.0	4.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
57.0	management	divorced	may	university.degree	no	no	no	telephone	fri	111.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
34.0	services	married	may	high.school	no	yes	no	cellular	fri	320.0	3.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.25	5099.1	no
30.0	management	married	aug	high.school	no	yes	no	cellular	tue	19.0	12.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
40.0	technician	married	aug	university.degree	no	no	no	cellular	mon	342.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
41.0	unemployed	married	apr	basic.9y	unknown	yes	no	telephone	fri	246.0	1.0	999.0	1.0	failure	-1.8	93.075	-47.1	1.405	5099.1	no
53.0	blue-collar	single	mar	basic.9y	no	unknown	unknown	cellular	thu	362.0	1.0	9.0	2.0	success	-1.8	93.369	-34.8	0.643	5008.7	yes
35.0	blue-collar	married	jul	basic.9y	no	no	no	cellular	wed	1259.0	6.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
59.0	entrepreneur	married	jun	university.degree	no	no	no	telephone	fri	9.0	5.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
41.0	self-employed	married	jun	basic.9y	no	yes	no	telephone	mon	178.0	4.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
35.0	technician	married	jul	professional.course	no	yes	yes	cellular	thu	77.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
41.0	admin.	divorced	may	high.school	no	no	no	telephone	mon	177.0	4.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
32.0	admin.	single	jul	university.degree	no	yes	no	cellular	thu	250.0	2.0	6.0	1.0	success	-1.7	94.215	-40.3	0.846	4991.6	no
46.0	services	divorced	may	basic.9y	no	unknown	unknown	cellular	wed	222.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
60.0	self-employed	married	aug	basic.9y	no	no	no	cellular	tue	17.0	13.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
34.0	admin.	married	oct	university.degree	no	no	no	cellular	fri	281.0	1.0	999.0	2.0	failure	-3.4	92.431	-26.9	0.73	5017.5	yes
48.0	admin.	married	may	high.school	no	no	no	telephone	tue	82.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
50.0	management	married	jul	university.degree	no	yes	no	cellular	thu	161.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
43.0	admin.	married	jun	high.school	no	no	no	telephone	fri	1422.0	10.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	yes
46.0	services	divorced	may	basic.9y	no	no	no	cellular	wed	96.0	2.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.334	5099.1	no
50.0	entrepreneur	married	nov	university.degree	no	no	no	cellular	mon	408.0	1.0	999.0	1.0	failure	-0.1	93.2	-42.0	4.191	5195.8	no
30.0	technician	single	aug	university.degree	no	yes	no	cellular	wed	215.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
44.0	blue-collar	married	jul	basic.9y	no	yes	no	cellular	thu	121.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
37.0	management	married	dec	unknown	no	no	no	cellular	wed	149.0	3.0	999.0	0.0	nonexistent	-3.0	92.713	-33.0	0.715	5023.5	yes
23.0	services	single	jul	high.school	no	unknown	unknown	cellular	wed	1300.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
32.0	admin.	married	jun	university.degree	no	yes	no	cellular	tue	712.0	1.0	3.0	2.0	failure	-2.9	92.963	-40.8	1.262	5076.2	yes
36.0	technician	married	may	professional.course	no	yes	no	telephone	thu	247.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
40.0	services	married	jun	basic.6y	unknown	no	no	telephone	mon	49.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
53.0	admin.	divorced	may	university.degree	no	yes	yes	telephone	thu	172.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
53.0	housemaid	married	apr	basic.6y	unknown	unknown	unknown	cellular	mon	372.0	2.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
34.0	blue-collar	married	may	basic.4y	no	yes	yes	cellular	wed	338.0	4.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
34.0	technician	divorced	may	professional.course	no	no	no	telephone	wed	91.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
41.0	self-employed	married	may	basic.9y	no	yes	no	cellular	thu	1135.0	3.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.327	5099.1	yes
48.0	blue-collar	married	aug	basic.4y	no	no	no	cellular	tue	134.0	7.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
47.0	blue-collar	married	jun	basic.4y	unknown	no	no	telephone	wed	624.0	2.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	no
39.0	services	married	may	high.school	no	no	no	telephone	thu	359.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
50.0	technician	married	nov	basic.9y	no	yes	no	telephone	mon	55.0	2.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
38.0	technician	single	nov	basic.6y	no	yes	no	cellular	wed	164.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
37.0	admin.	single	jun	university.degree	no	yes	no	telephone	mon	540.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
29.0	services	single	apr	basic.9y	unknown	yes	no	cellular	thu	105.0	2.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.41	5099.1	no
24.0	entrepreneur	single	jun	high.school	no	yes	no	telephone	fri	113.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
46.0	management	married	may	university.degree	no	no	no	telephone	mon	103.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
35.0	admin.	single	jun	university.degree	no	no	yes	telephone	fri	159.0	9.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.967	5228.1	no
32.0	admin.	single	aug	university.degree	no	unknown	unknown	cellular	fri	107.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
33.0	admin.	single	aug	university.degree	no	yes	no	cellular	tue	226.0	4.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
58.0	retired	married	nov	professional.course	unknown	no	no	cellular	fri	158.0	3.0	999.0	1.0	failure	-0.1	93.2	-42.0	4.021	5195.8	no
36.0	blue-collar	married	may	basic.4y	unknown	yes	no	telephone	fri	166.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.864	5191.0	no
41.0	technician	married	may	university.degree	no	yes	no	telephone	fri	67.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	no
33.0	technician	single	aug	professional.course	no	yes	no	cellular	wed	290.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.967	5228.1	no
29.0	admin.	married	aug	university.degree	no	no	yes	cellular	fri	14.0	5.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
51.0	technician	single	jun	university.degree	no	no	no	cellular	fri	657.0	1.0	999.0	0.0	nonexistent	-2.9	92.963	-40.8	1.268	5076.2	yes
52.0	management	married	aug	university.degree	no	no	no	cellular	tue	600.0	1.0	999.0	0.0	nonexistent	-2.9	92.201	-31.4	0.884	5076.2	yes
44.0	blue-collar	married	jul	basic.9y	no	no	no	cellular	fri	41.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
42.0	admin.	married	jul	high.school	no	no	yes	cellular	thu	219.0	6.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
43.0	admin.	married	aug	university.degree	unknown	no	no	cellular	tue	101.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
32.0	services	married	jul	high.school	unknown	no	no	cellular	mon	44.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
32.0	blue-collar	married	may	basic.4y	no	no	no	telephone	mon	41.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
38.0	services	married	jun	basic.4y	no	no	yes	telephone	thu	90.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.866	5228.1	no
32.0	technician	married	aug	university.degree	no	yes	no	cellular	thu	402.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	no
31.0	technician	married	apr	professional.course	no	no	no	cellular	mon	551.0	3.0	999.0	1.0	failure	-1.8	93.075	-47.1	1.466	5099.1	no
37.0	blue-collar	married	jul	basic.9y	no	yes	yes	cellular	wed	184.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
43.0	blue-collar	married	nov	basic.9y	no	yes	no	cellular	thu	340.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
