instant	cnt	yr	hum	mnth	holiday	weekday	season	weathersit	temp	atemp	windspeed	casual	registered	workingday	dteday
621.0	7870.0	1	0.577083	9.0	0	3.0	3.0	1.0	0.599167	0.570075	0.131846	1050.0	6820.0	1	2012-09-12
622.0	7804.0	1	0.637083	9.0	0	4.0	3.0	1.0	0.6125	0.579558	0.0827208	1054.0	6750.0	1	2012-09-13
623.0	8009.0	1	0.6725	9.0	0	5.0	3.0	1.0	0.633333	0.594083	0.103863	1379.0	6630.0	1	2012-09-14
624.0	8714.0	1	0.501667	9.0	0	6.0	3.0	1.0	0.608333	0.585867	0.247521	3160.0	5554.0	0	2012-09-15
625.0	7333.0	1	0.57	9.0	0	0.0	3.0	1.0	0.58	0.563125	0.0901833	2166.0	5167.0	0	2012-09-16
626.0	6869.0	1	0.734583	9.0	0	1.0	3.0	2.0	0.580833	0.55305	0.151742	1022.0	5847.0	1	2012-09-17
627.0	4073.0	1	0.8725	9.0	0	2.0	3.0	2.0	0.623333	0.565067	0.357587	371.0	3702.0	1	2012-09-18
628.0	7591.0	1	0.536667	9.0	0	3.0	3.0	1.0	0.5525	0.540404	0.215175	788.0	6803.0	1	2012-09-19
629.0	7720.0	1	0.618333	9.0	0	4.0	3.0	1.0	0.546667	0.532192	0.118167	939.0	6781.0	1	2012-09-20
630.0	8167.0	1	0.66875	9.0	0	5.0	3.0	1.0	0.599167	0.571971	0.154229	1250.0	6917.0	1	2012-09-21
631.0	8395.0	1	0.646667	9.0	0	6.0	3.0	1.0	0.65	0.610488	0.283583	2512.0	5883.0	0	2012-09-22
632.0	7907.0	1	0.467083	9.0	0	0.0	4.0	1.0	0.529167	0.518933	0.223258	2454.0	5453.0	0	2012-09-23
633.0	7436.0	1	0.492917	9.0	0	1.0	4.0	1.0	0.514167	0.502513	0.142404	1001.0	6435.0	1	2012-09-24
634.0	7538.0	1	0.57	9.0	0	2.0	4.0	1.0	0.55	0.544179	0.236321	845.0	6693.0	1	2012-09-25
635.0	7733.0	1	0.630833	9.0	0	3.0	4.0	1.0	0.635	0.596613	0.2444	787.0	6946.0	1	2012-09-26
636.0	7393.0	1	0.690833	9.0	0	4.0	4.0	2.0	0.65	0.607975	0.134342	751.0	6642.0	1	2012-09-27
637.0	7415.0	1	0.69	9.0	0	5.0	4.0	2.0	0.619167	0.585863	0.164179	1045.0	6370.0	1	2012-09-28
638.0	8555.0	1	0.542917	9.0	0	6.0	4.0	1.0	0.5425	0.530296	0.227604	2589.0	5966.0	0	2012-09-29
639.0	6889.0	1	0.583333	9.0	0	0.0	4.0	1.0	0.526667	0.517663	0.134958	2015.0	4874.0	0	2012-09-30
640.0	6778.0	1	0.649167	10.0	0	1.0	4.0	2.0	0.520833	0.512	0.0908042	763.0	6015.0	1	2012-10-01
641.0	4639.0	1	0.871667	10.0	0	2.0	4.0	3.0	0.590833	0.542333	0.104475	315.0	4324.0	1	2012-10-02
642.0	7572.0	1	0.79375	10.0	0	3.0	4.0	2.0	0.6575	0.599133	0.0665458	728.0	6844.0	1	2012-10-03
643.0	7328.0	1	0.722917	10.0	0	4.0	4.0	2.0	0.6575	0.607975	0.117546	891.0	6437.0	1	2012-10-04
644.0	8156.0	1	0.6275	10.0	0	5.0	4.0	1.0	0.615	0.580187	0.10635	1516.0	6640.0	1	2012-10-05
645.0	7965.0	1	0.664167	10.0	0	6.0	4.0	1.0	0.554167	0.538521	0.268025	3031.0	4934.0	0	2012-10-06
646.0	3510.0	1	0.708333	10.0	0	0.0	4.0	2.0	0.415833	0.419813	0.141162	781.0	2729.0	0	2012-10-07
647.0	5478.0	1	0.709583	10.0	1	1.0	4.0	2.0	0.383333	0.387608	0.189679	874.0	4604.0	0	2012-10-08
648.0	6392.0	1	0.761667	10.0	0	2.0	4.0	2.0	0.446667	0.438112	0.1903	601.0	5791.0	1	2012-10-09
649.0	7691.0	1	0.630833	10.0	0	3.0	4.0	1.0	0.514167	0.503142	0.187821	780.0	6911.0	1	2012-10-10
650.0	7570.0	1	0.463333	10.0	0	4.0	4.0	1.0	0.435	0.431167	0.181596	834.0	6736.0	1	2012-10-11
651.0	7282.0	1	0.539167	10.0	0	5.0	4.0	1.0	0.4375	0.433071	0.235092	1060.0	6222.0	1	2012-10-12
652.0	7109.0	1	0.494583	10.0	0	6.0	4.0	1.0	0.393333	0.391396	0.146142	2252.0	4857.0	0	2012-10-13
653.0	6639.0	1	0.640417	10.0	0	0.0	4.0	1.0	0.521667	0.508204	0.278612	2080.0	4559.0	0	2012-10-14
654.0	5875.0	1	0.7075	10.0	0	1.0	4.0	2.0	0.561667	0.53915	0.296037	760.0	5115.0	1	2012-10-15
655.0	7534.0	1	0.558333	10.0	0	2.0	4.0	1.0	0.468333	0.460846	0.182221	922.0	6612.0	1	2012-10-16
656.0	7461.0	1	0.692917	10.0	0	3.0	4.0	1.0	0.455833	0.450108	0.101371	979.0	6482.0	1	2012-10-17
657.0	7509.0	1	0.728333	10.0	0	4.0	4.0	2.0	0.5225	0.512625	0.236937	1008.0	6501.0	1	2012-10-18
658.0	5424.0	1	0.815	10.0	0	5.0	4.0	2.0	0.563333	0.537896	0.134954	753.0	4671.0	1	2012-10-19
659.0	8090.0	1	0.572917	10.0	0	6.0	4.0	1.0	0.484167	0.472842	0.117537	2806.0	5284.0	0	2012-10-20
660.0	6824.0	1	0.51	10.0	0	0.0	4.0	1.0	0.464167	0.456429	0.166054	2132.0	4692.0	0	2012-10-21
661.0	7058.0	1	0.568333	10.0	0	1.0	4.0	1.0	0.4875	0.482942	0.0814833	830.0	6228.0	1	2012-10-22
662.0	7466.0	1	0.641667	10.0	0	2.0	4.0	1.0	0.544167	0.530304	0.0945458	841.0	6625.0	1	2012-10-23
663.0	7693.0	1	0.63625	10.0	0	3.0	4.0	1.0	0.5875	0.558721	0.0727792	795.0	6898.0	1	2012-10-24
664.0	7359.0	1	0.800417	10.0	0	4.0	4.0	2.0	0.55	0.529688	0.124375	875.0	6484.0	1	2012-10-25
665.0	7444.0	1	0.807083	10.0	0	5.0	4.0	2.0	0.545833	0.52275	0.132467	1182.0	6262.0	1	2012-10-26
666.0	7852.0	1	0.72	10.0	0	6.0	4.0	2.0	0.53	0.515133	0.235692	2643.0	5209.0	0	2012-10-27
667.0	4459.0	1	0.694583	10.0	0	0.0	4.0	2.0	0.4775	0.467771	0.398008	998.0	3461.0	0	2012-10-28
668.0	22.0	1	0.88	10.0	0	1.0	4.0	3.0	0.44	0.4394	0.3582	2.0	20.0	1	2012-10-29
669.0	1096.0	1	0.825455	10.0	0	2.0	4.0	2.0	0.318182	0.309909	0.213009	87.0	1009.0	1	2012-10-30
670.0	5566.0	1	0.666667	10.0	0	3.0	4.0	2.0	0.3575	0.3611	0.166667	419.0	5147.0	1	2012-10-31
671.0	5986.0	1	0.581667	11.0	0	4.0	4.0	2.0	0.365833	0.369942	0.157346	466.0	5520.0	1	2012-11-01
672.0	5847.0	1	0.522083	11.0	0	5.0	4.0	1.0	0.355	0.356042	0.266175	618.0	5229.0	1	2012-11-02
673.0	5138.0	1	0.49125	11.0	0	6.0	4.0	2.0	0.343333	0.323846	0.270529	1029.0	4109.0	0	2012-11-03
674.0	5107.0	1	0.532917	11.0	0	0.0	4.0	1.0	0.325833	0.329538	0.179108	1201.0	3906.0	0	2012-11-04
675.0	5259.0	1	0.494167	11.0	0	1.0	4.0	1.0	0.319167	0.308075	0.236325	378.0	4881.0	1	2012-11-05
676.0	5686.0	1	0.567083	11.0	0	2.0	4.0	1.0	0.280833	0.281567	0.173513	466.0	5220.0	1	2012-11-06
677.0	5035.0	1	0.5475	11.0	0	3.0	4.0	2.0	0.295833	0.274621	0.304108	326.0	4709.0	1	2012-11-07
678.0	5315.0	1	0.333478	11.0	0	4.0	4.0	1.0	0.352174	0.341891	0.347835	340.0	4975.0	1	2012-11-08
679.0	5992.0	1	0.540833	11.0	0	5.0	4.0	1.0	0.361667	0.355413	0.214558	709.0	5283.0	1	2012-11-09
680.0	6536.0	1	0.645417	11.0	0	6.0	4.0	1.0	0.389167	0.393937	0.0578458	2090.0	4446.0	0	2012-11-10
681.0	6852.0	1	0.659167	11.0	0	0.0	4.0	1.0	0.420833	0.421713	0.1275	2290.0	4562.0	0	2012-11-11
682.0	6269.0	1	0.741667	11.0	1	1.0	4.0	1.0	0.485	0.475383	0.173517	1097.0	5172.0	0	2012-11-12
683.0	4094.0	1	0.662917	11.0	0	2.0	4.0	2.0	0.343333	0.323225	0.342046	327.0	3767.0	1	2012-11-13
684.0	5495.0	1	0.552083	11.0	0	3.0	4.0	1.0	0.289167	0.281563	0.199625	373.0	5122.0	1	2012-11-14
685.0	5445.0	1	0.620417	11.0	0	4.0	4.0	2.0	0.321667	0.324492	0.152987	320.0	5125.0	1	2012-11-15
686.0	5698.0	1	0.524583	11.0	0	5.0	4.0	1.0	0.345	0.347204	0.171025	484.0	5214.0	1	2012-11-16
687.0	5629.0	1	0.545417	11.0	0	6.0	4.0	1.0	0.325	0.326383	0.179729	1313.0	4316.0	0	2012-11-17
688.0	4669.0	1	0.692917	11.0	0	0.0	4.0	1.0	0.3425	0.337746	0.227612	922.0	3747.0	0	2012-11-18
689.0	5499.0	1	0.623333	11.0	0	1.0	4.0	2.0	0.380833	0.375621	0.235067	449.0	5050.0	1	2012-11-19
690.0	5634.0	1	0.685	11.0	0	2.0	4.0	2.0	0.374167	0.380667	0.082725	534.0	5100.0	1	2012-11-20
691.0	5146.0	1	0.61375	11.0	0	3.0	4.0	1.0	0.353333	0.364892	0.103246	615.0	4531.0	1	2012-11-21
692.0	2425.0	1	0.580417	11.0	1	4.0	4.0	1.0	0.34	0.350371	0.0528708	955.0	1470.0	0	2012-11-22
693.0	3910.0	1	0.56875	11.0	0	5.0	4.0	1.0	0.368333	0.378779	0.148021	1603.0	2307.0	1	2012-11-23
694.0	2277.0	1	0.404583	11.0	0	6.0	4.0	1.0	0.278333	0.248742	0.376871	532.0	1745.0	0	2012-11-24
695.0	2424.0	1	0.468333	11.0	0	0.0	4.0	1.0	0.245833	0.257583	0.1505	309.0	2115.0	0	2012-11-25
696.0	5087.0	1	0.535417	11.0	0	1.0	4.0	1.0	0.313333	0.339004	0.04665	337.0	4750.0	1	2012-11-26
697.0	3959.0	1	0.786667	11.0	0	2.0	4.0	2.0	0.291667	0.281558	0.237562	123.0	3836.0	1	2012-11-27
698.0	5260.0	1	0.50625	11.0	0	3.0	4.0	1.0	0.296667	0.289762	0.210821	198.0	5062.0	1	2012-11-28
699.0	5323.0	1	0.555652	11.0	0	4.0	4.0	1.0	0.28087	0.298422	0.115522	243.0	5080.0	1	2012-11-29
700.0	5668.0	1	0.649583	11.0	0	5.0	4.0	1.0	0.298333	0.323867	0.0584708	362.0	5306.0	1	2012-11-30
701.0	5191.0	1	0.806667	12.0	0	6.0	4.0	2.0	0.298333	0.316904	0.0597042	951.0	4240.0	0	2012-12-01
702.0	4649.0	1	0.823333	12.0	0	0.0	4.0	2.0	0.3475	0.359208	0.124379	892.0	3757.0	0	2012-12-02
703.0	6234.0	1	0.7675	12.0	0	1.0	4.0	1.0	0.4525	0.455796	0.0827208	555.0	5679.0	1	2012-12-03
704.0	6606.0	1	0.73375	12.0	0	2.0	4.0	1.0	0.475833	0.469054	0.174129	551.0	6055.0	1	2012-12-04
705.0	5729.0	1	0.485	12.0	0	3.0	4.0	1.0	0.438333	0.428012	0.324021	331.0	5398.0	1	2012-12-05
706.0	5375.0	1	0.50875	12.0	0	4.0	4.0	1.0	0.255833	0.258204	0.174754	340.0	5035.0	1	2012-12-06
707.0	5008.0	1	0.764167	12.0	0	5.0	4.0	2.0	0.320833	0.321958	0.1306	349.0	4659.0	1	2012-12-07
708.0	5582.0	1	0.91125	12.0	0	6.0	4.0	2.0	0.381667	0.389508	0.101379	1153.0	4429.0	0	2012-12-08
709.0	3228.0	1	0.905417	12.0	0	0.0	4.0	2.0	0.384167	0.390146	0.157975	441.0	2787.0	0	2012-12-09
710.0	5170.0	1	0.925	12.0	0	1.0	4.0	2.0	0.435833	0.435575	0.190308	329.0	4841.0	1	2012-12-10
711.0	5501.0	1	0.596667	12.0	0	2.0	4.0	2.0	0.353333	0.338363	0.296037	282.0	5219.0	1	2012-12-11
712.0	5319.0	1	0.538333	12.0	0	3.0	4.0	2.0	0.2975	0.297338	0.162937	310.0	5009.0	1	2012-12-12
713.0	5532.0	1	0.485833	12.0	0	4.0	4.0	1.0	0.295833	0.294188	0.174129	425.0	5107.0	1	2012-12-13
714.0	5611.0	1	0.642917	12.0	0	5.0	4.0	1.0	0.281667	0.294192	0.131229	429.0	5182.0	1	2012-12-14
715.0	5047.0	1	0.650417	12.0	0	6.0	4.0	1.0	0.324167	0.338383	0.10635	767.0	4280.0	0	2012-12-15
716.0	3786.0	1	0.83875	12.0	0	0.0	4.0	2.0	0.3625	0.369938	0.100742	538.0	3248.0	0	2012-12-16
717.0	4585.0	1	0.907083	12.0	0	1.0	4.0	2.0	0.393333	0.4015	0.0982583	212.0	4373.0	1	2012-12-17
718.0	5557.0	1	0.66625	12.0	0	2.0	4.0	1.0	0.410833	0.409708	0.221404	433.0	5124.0	1	2012-12-18
719.0	5267.0	1	0.625417	12.0	0	3.0	4.0	1.0	0.3325	0.342162	0.184092	333.0	4934.0	1	2012-12-19
720.0	4128.0	1	0.667917	12.0	0	4.0	4.0	2.0	0.33	0.335217	0.132463	314.0	3814.0	1	2012-12-20
721.0	3623.0	1	0.556667	12.0	0	5.0	1.0	2.0	0.326667	0.301767	0.374383	221.0	3402.0	1	2012-12-21
722.0	1749.0	1	0.44125	12.0	0	6.0	1.0	1.0	0.265833	0.236113	0.407346	205.0	1544.0	0	2012-12-22
723.0	1787.0	1	0.515417	12.0	0	0.0	1.0	1.0	0.245833	0.259471	0.133083	408.0	1379.0	0	2012-12-23
724.0	920.0	1	0.791304	12.0	0	1.0	1.0	2.0	0.231304	0.2589	0.0772304	174.0	746.0	1	2012-12-24
725.0	1013.0	1	0.734783	12.0	1	2.0	1.0	2.0	0.291304	0.294465	0.168726	440.0	573.0	0	2012-12-25
726.0	441.0	1	0.823333	12.0	0	3.0	1.0	3.0	0.243333	0.220333	0.316546	9.0	432.0	1	2012-12-26
727.0	2114.0	1	0.652917	12.0	0	4.0	1.0	2.0	0.254167	0.226642	0.350133	247.0	1867.0	1	2012-12-27
728.0	3095.0	1	0.59	12.0	0	5.0	1.0	2.0	0.253333	0.255046	0.155471	644.0	2451.0	1	2012-12-28
729.0	1341.0	1	0.752917	12.0	0	6.0	1.0	2.0	0.253333	0.2424	0.124383	159.0	1182.0	0	2012-12-29
730.0	1796.0	1	0.483333	12.0	0	0.0	1.0	1.0	0.255833	0.2317	0.350754	364.0	1432.0	0	2012-12-30
731.0	2729.0	1	0.5775	12.0	0	1.0	1.0	2.0	0.215833	0.223487	0.154846	439.0	2290.0	1	2012-12-31
